"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,2,2,1,2,1,1,3,2,2,2
"2",2,3,1,3,3,3,2,1,2,2,2
"3",1,3,3,1,1,3,2,1,1,1,1
"4",3,1,2,1,3,2,2,2,1,3,2
"5",3,3,3,2,2,3,1,2,3,3,2
"6",1,1,2,3,1,3,1,2,3,2,1
"7",3,3,2,2,1,2,3,1,2,2,3
"8",3,3,1,1,3,1,3,3,3,2,1
"9",2,1,3,1,2,3,3,2,2,1,3
"10",1,1,1,2,3,3,3,3,1,3,3
"11",2,3,2,3,2,2,3,3,1,3,1
"12",2,2,1,1,1,2,1,1,3,3,3
"13",1,2,3,3,3,2,3,1,3,1,2
"14",2,2,3,2,3,1,1,2,1,2,1
"15",3,1,1,3,2,1,1,1,1,1,3
"16",3,2,3,3,1,1,2,3,2,3,3
"17",2,1,2,2,1,1,2,3,3,1,2
"18",1,2,1,2,2,2,2,2,2,1,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
