"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,3,2,2,1,2,1,2,3,2,2
"2",3,2,1,2,2,1,1,1,1,1,2
"3",2,1,1,3,1,1,3,3,1,3,1
"4",1,2,1,1,1,2,1,3,3,3,3
"5",3,2,1,2,1,3,2,3,2,3,2
"6",1,2,3,1,3,3,2,2,2,1,3
"7",2,1,1,3,2,1,2,2,3,1,2
"8",1,3,1,3,2,3,3,1,3,3,2
"9",3,3,3,1,3,1,3,1,2,3,2
"10",1,1,1,1,3,1,2,1,1,2,3
"11",1,3,3,3,2,1,1,3,1,2,1
"12",1,1,2,3,1,3,1,3,2,1,2
"13",2,2,3,2,2,2,2,2,2,3,1
"14",2,1,3,1,1,2,3,1,3,1,1
"15",3,2,3,1,2,3,2,3,1,1,1
"16",2,3,3,3,1,3,3,2,2,2,3
"17",2,2,2,1,1,1,3,2,1,3,2
"18",3,3,1,1,1,3,1,2,1,1,1
"19",2,3,3,2,2,3,1,3,3,3,3
"20",2,1,2,2,3,2,1,2,1,1,3
"21",1,1,3,2,1,1,1,1,2,2,1
"22",2,3,1,2,3,1,2,3,2,1,3
"23",1,3,3,2,1,2,3,3,1,1,3
"24",2,1,2,2,2,3,2,1,1,2,2
"25",1,3,2,2,3,1,2,2,3,3,1
"26",3,1,2,1,3,3,3,3,3,2,3
"27",1,1,3,2,3,3,3,2,1,3,2
"28",2,3,1,1,3,3,1,1,2,2,1
"29",3,3,3,3,3,2,2,3,1,2,2
"30",2,2,3,1,1,1,2,3,3,2,2
"31",3,2,1,3,2,2,3,2,1,2,3
"32",2,3,2,1,2,2,3,3,2,1,2
"33",1,3,2,1,2,2,2,1,1,3,1
"34",3,2,2,3,3,1,3,2,2,1,1
"35",1,2,3,3,3,2,1,1,3,1,2
"36",1,1,1,1,2,2,1,2,2,2,2
"37",3,1,3,1,2,1,1,2,3,3,3
"38",2,2,2,3,3,3,1,1,1,3,3
"39",1,2,2,2,2,1,3,1,2,2,3
"40",2,2,1,2,3,2,3,3,3,2,1
"41",3,1,1,2,2,3,3,1,3,1,1
"42",3,1,2,3,3,2,1,3,2,3,1
"43",1,2,2,3,1,3,2,2,3,2,1
"44",3,3,2,3,1,1,2,1,3,1,3
"45",3,1,1,3,1,2,2,1,2,3,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
