"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,3,2,1,3,1,2,2
"2",3,3,1,1,1,2,3,2
"3",2,1,1,2,3,2,3,2
"4",1,1,2,2,1,1,3,3
"5",2,2,2,3,1,1,3,1
"6",1,1,2,3,3,2,2,1
"7",3,2,3,1,1,1,2,1
"8",3,3,2,2,2,1,2,1
"9",3,1,2,3,2,1,1,2
"10",3,2,1,3,3,3,3,1
"11",2,1,3,1,2,2,1,2
"12",1,3,2,2,1,2,1,2
"13",1,2,2,1,3,2,1,3
"14",1,2,3,2,2,1,3,2
"15",2,2,2,2,3,3,2,3
"16",2,1,3,3,1,2,2,3
"17",2,2,1,1,2,1,3,3
"18",1,3,1,3,3,1,2,3
"19",1,1,3,2,3,3,1,1
"20",2,3,3,3,2,1,1,1
"21",3,1,1,2,2,2,2,3
"22",1,3,1,2,2,3,3,3
"23",2,3,1,3,2,3,2,2
"24",2,3,3,2,3,2,3,1
"25",3,2,1,2,3,1,1,2
"26",3,1,3,2,1,3,2,2
"27",1,2,2,1,1,3,2,2
"28",1,2,1,1,2,2,2,1
"29",1,2,3,3,2,3,1,3
"30",2,1,2,1,2,3,3,1
"31",3,3,2,3,2,2,3,3
"32",3,1,3,1,3,1,3,3
"33",2,3,3,1,1,3,1,3
"34",1,3,3,3,1,3,3,2
"35",3,2,3,3,3,2,2,2
"36",1,1,1,1,1,1,1,1
"37",2,2,1,2,1,2,1,1
"38",3,3,2,1,3,3,1,1
"39",3,1,1,3,1,3,1,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
