"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",4,1,2,2,4,3,2,4,2
"2",1,3,3,4,2,3,3,4,3
"3",1,1,4,1,3,3,4,2,1
"4",2,1,3,1,2,2,2,1,4
"5",3,2,1,1,3,4,3,1,3
"6",1,4,1,1,1,2,1,3,3
"7",1,2,3,3,1,4,2,2,1
"8",4,1,1,3,2,1,3,3,4
"9",4,4,2,4,2,4,1,1,1
"10",1,2,2,2,3,1,1,4,4
"11",3,4,2,2,1,3,3,2,4
"12",4,2,4,2,1,2,4,1,3
"13",2,3,2,2,2,1,4,2,2
"14",1,4,4,3,4,1,3,1,2
"15",3,2,4,3,2,3,1,3,2
"16",2,3,1,3,4,3,1,1,4
"17",3,1,3,4,4,1,1,2,3
"18",3,4,3,3,3,2,4,4,1
"19",4,3,1,4,3,2,2,2,2
"20",4,3,3,1,4,4,4,3,4
"21",2,2,2,4,4,2,3,3,1
"22",3,3,4,1,1,1,2,4,1
"23",2,4,4,2,3,4,2,3,3
"24",2,1,1,4,1,4,4,4,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
