"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,3,3,2,3,1,1,2,2,3,3
"2",1,1,2,2,2,3,1,3,2,1,3
"3",1,3,1,1,2,2,1,2,1,3,1
"4",3,2,2,3,1,3,2,3,3,2,2
"5",1,2,3,2,1,1,1,3,3,1,2
"6",2,1,3,3,1,3,3,3,1,3,1
"7",2,3,3,2,1,2,2,3,2,1,1
"8",2,3,3,3,2,3,1,1,1,2,3
"9",1,1,1,3,2,1,3,1,3,1,2
"10",3,1,2,2,1,2,1,1,3,3,3
"11",3,2,3,3,3,2,3,1,2,2,3
"12",3,2,2,1,2,3,2,2,1,2,3
"13",3,2,1,2,2,2,2,3,1,1,1
"14",1,3,2,3,1,1,2,1,2,2,1
"15",2,2,2,2,3,2,3,1,1,1,2
"16",1,2,3,3,2,2,1,2,3,1,1
"17",1,2,1,2,1,1,3,2,3,2,3
"18",3,3,2,3,3,1,1,3,1,1,1
"19",2,2,1,3,2,1,1,1,2,3,2
"20",2,2,2,1,1,3,1,2,2,3,2
"21",1,2,2,1,3,2,3,3,2,3,3
"22",1,1,3,1,1,2,2,1,1,1,3
"23",2,3,3,2,2,2,2,2,3,2,2
"24",1,2,1,2,3,3,1,1,2,2,1
"25",1,3,3,1,3,3,3,3,1,2,2
"26",3,1,3,1,3,3,3,2,3,1,1
"27",2,2,3,1,3,1,2,1,3,3,1
"28",2,1,2,3,2,2,3,2,2,2,1
"29",2,1,1,3,3,3,2,2,2,1,3
"30",3,1,1,1,1,1,1,1,1,2,1
"31",2,1,1,1,3,2,1,3,3,2,2
"32",1,1,2,2,3,1,2,2,1,3,2
"33",3,3,2,2,2,3,3,1,3,3,1
"34",3,3,1,3,1,2,3,2,1,3,2
"35",3,1,3,1,2,1,2,3,2,3,2
"36",2,3,2,1,1,1,3,2,3,1,3
"37",1,3,1,3,3,3,2,3,3,3,3
"38",2,1,1,2,2,1,3,3,1,2,3
"39",3,3,1,1,1,3,2,1,2,1,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
