"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,4,4,4,3,4,4,4,4,4,2
"2",3,1,1,1,3,3,3,4,1,1,3
"3",1,2,1,3,1,1,1,3,4,1,2
"4",4,3,4,3,4,3,1,4,2,1,4
"5",1,3,2,2,1,2,4,4,1,2,3
"6",4,1,2,2,4,1,3,4,4,3,2
"7",2,3,3,1,3,1,1,2,1,4,2
"8",1,1,1,2,3,3,1,2,3,3,1
"9",4,4,3,1,1,3,2,3,4,2,1
"10",4,3,1,4,2,4,2,2,1,3,3
"11",3,4,4,2,3,1,2,3,2,2,3
"12",1,1,3,3,2,1,3,1,1,2,4
"13",4,4,3,2,2,2,4,2,3,1,2
"14",2,4,1,2,4,2,1,1,1,4,4
"15",3,4,3,4,1,1,1,4,3,3,4
"16",2,3,1,1,2,4,4,3,3,2,4
"17",2,3,4,3,1,3,3,1,3,3,2
"18",1,2,4,1,2,2,2,4,2,3,1
"19",2,1,4,4,4,2,4,2,4,2,3
"20",2,4,2,4,4,4,3,2,2,1,1
"21",4,2,2,4,3,2,3,3,3,4,4
"22",2,1,2,3,2,3,2,3,2,4,3
"23",3,2,4,2,1,4,3,2,4,4,4
"24",3,2,2,4,2,3,1,1,2,2,2
"25",3,3,2,3,3,2,2,1,4,1,1
"26",1,2,3,1,4,4,2,1,3,1,3
"27",3,2,3,3,4,4,4,3,1,3,1
"28",4,1,1,1,1,1,4,1,2,4,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
