"","V1","V2","V3","V4","V5","V6"
"1",2,1,2,2,1,1
"2",2,2,1,3,1,1
"3",2,3,2,1,1,3
"4",1,1,1,3,2,2
"5",3,1,2,1,2,3
"6",3,1,1,1,1,2
"7",3,2,2,1,3,1
"8",2,1,2,3,3,2
"9",2,2,2,2,2,1
"10",2,1,1,2,3,3
"11",2,2,3,1,3,3
"12",3,3,1,3,3,3
"13",1,3,1,2,1,3
"14",1,1,3,3,1,3
"15",1,2,2,1,1,2
"16",1,1,3,2,2,2
"17",1,3,2,2,3,2
"18",3,2,3,3,2,2
"19",1,2,2,3,3,3
"20",2,3,3,2,3,2
"21",3,1,3,3,3,1
"22",1,1,1,1,3,1
"23",1,2,3,2,1,1
"24",1,3,2,3,2,1
"25",3,2,1,2,3,2
"26",3,3,3,1,1,1
"27",2,3,3,3,2,3
"28",3,3,2,3,1,2
"29",3,3,1,2,2,1
"30",2,3,1,1,2,2
"31",3,2,3,2,1,3
"32",2,1,3,1,2,1
"33",1,2,1,1,2,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
