"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",4,1,2,4,2,3,3,1,1
"2",1,4,1,1,3,2,2,4,2
"3",2,2,1,3,1,1,3,4,1
"4",1,2,4,3,3,2,1,2,1
"5",3,4,4,2,1,2,4,1,2
"6",4,2,4,1,4,3,4,4,4
"7",4,1,4,4,1,1,2,3,3
"8",1,4,3,2,4,4,3,3,1
"9",3,2,2,2,3,2,3,3,3
"10",3,1,3,3,3,4,1,4,2
"11",1,1,1,2,2,4,4,2,3
"12",4,3,2,4,4,1,4,2,2
"13",3,3,1,1,2,4,1,3,1
"14",2,4,3,4,2,2,4,3,4
"15",2,3,4,4,3,4,3,1,3
"16",4,3,3,2,2,1,2,1,4
"17",3,4,1,3,4,3,2,2,4
"18",2,2,3,1,1,3,2,2,2
"19",2,1,2,1,4,1,1,1,4
"20",1,3,2,3,1,3,1,4,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
