"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",2,1,1,2,2,3,3,1,2,2,1,1,3,1,2,2,3,3
"2",3,2,2,1,1,3,3,3,2,1,2,1,3,1,1,1,2,2
"3",1,2,1,2,3,2,1,3,1,3,3,3,2,1,1,1,3,3
"4",2,3,2,1,3,1,2,1,1,1,3,3,2,1,2,2,2,2
"5",3,2,3,2,2,2,1,1,1,1,2,1,1,2,3,2,1,2
"6",3,1,3,1,1,1,3,3,3,2,3,3,1,3,3,1,3,3
"7",1,1,2,2,1,3,1,3,3,3,1,2,2,2,3,2,2,2
"8",3,3,1,1,2,2,1,3,2,2,1,3,2,2,2,3,2,1
"9",2,1,1,1,2,2,2,1,3,3,2,2,2,3,1,1,1,2
"10",3,2,3,2,2,1,2,2,2,3,3,2,3,3,2,3,2,2
"11",1,3,1,3,2,1,2,3,2,1,2,2,1,1,3,3,3,3
"12",1,2,3,1,3,3,2,1,3,3,2,1,1,2,2,3,3,1
"13",1,1,2,2,2,1,3,1,3,1,3,3,3,2,1,3,1,1
"14",2,2,1,3,3,1,1,1,3,1,1,1,3,3,3,1,2,1
"15",2,1,3,3,1,1,1,2,1,2,2,1,2,1,1,3,2,3
"16",3,1,3,3,3,2,2,3,1,1,1,2,3,2,2,1,1,3
"17",1,3,1,1,1,2,2,2,3,2,3,1,3,1,3,2,1,1
"18",3,1,2,3,3,2,3,2,2,3,3,1,2,3,3,2,3,1
"19",3,3,1,3,1,3,3,1,1,3,3,2,1,2,1,2,2,3
"20",2,3,3,2,3,3,3,3,1,2,2,2,2,3,3,3,1,1
"21",1,2,2,1,3,1,1,2,2,2,1,2,1,3,1,2,1,3
"22",1,3,2,3,2,3,1,2,1,2,2,3,3,3,2,1,3,2
"23",2,2,2,3,1,2,3,2,3,3,1,3,1,1,2,3,1,2
"24",2,3,3,2,1,3,2,2,2,1,1,3,1,2,1,1,3,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
