"","V1","V2","V3","V4","V5","V6","V7"
"1",1,2,1,2,3,1,1
"2",3,2,2,3,3,1,3
"3",2,2,2,2,2,1,2
"4",2,3,3,3,2,1,3
"5",3,3,2,2,2,3,1
"6",2,1,1,2,3,3,2
"7",1,2,2,1,2,3,2
"8",1,3,2,2,3,2,3
"9",2,2,3,1,3,3,3
"10",1,1,1,1,1,1,3
"11",1,1,3,3,3,3,1
"12",3,1,3,2,2,3,3
"13",3,3,1,2,1,2,3
"14",2,3,1,1,1,3,1
"15",1,3,3,1,2,2,1
"16",3,2,3,2,3,2,2
"17",2,1,2,1,3,1,1
"18",3,3,1,1,3,1,2
"19",3,1,2,1,1,2,2
"20",3,1,1,3,2,2,1
"21",2,1,3,2,1,2,1
"22",3,2,1,3,1,3,2
"23",1,2,2,3,1,2,1
"24",2,3,2,3,3,2,2
"25",1,3,1,3,2,3,3
"26",1,1,3,3,2,1,2
"27",2,2,1,1,2,2,3
"28",2,1,2,3,1,3,3
"29",1,3,3,2,1,1,2
"30",3,2,3,1,1,1,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
