"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,3,3,2,2,3,1,2,3,3,1,2,1,2
"2",2,1,3,3,2,1,3,3,3,3,3,1,2,3
"3",2,2,1,2,2,1,2,3,2,1,2,2,1,1
"4",1,3,1,3,1,1,1,3,2,2,1,1,3,2
"5",1,2,3,3,3,1,2,2,3,1,1,3,3,3
"6",1,2,3,2,2,3,3,1,1,2,2,2,3,3
"7",2,2,2,2,1,2,1,1,2,1,1,1,2,3
"8",2,3,3,2,3,2,3,2,2,2,3,3,3,1
"9",1,3,2,1,3,1,2,2,2,3,3,2,2,3
"10",1,3,2,1,2,2,3,3,3,1,1,1,1,1
"11",2,2,1,1,1,2,1,2,1,2,3,2,2,1
"12",2,3,1,1,1,3,2,1,3,3,2,3,3,3
"13",2,2,1,3,3,2,2,1,1,3,3,1,1,2
"14",3,1,1,2,2,1,1,2,1,1,3,3,3,3
"15",1,1,1,3,1,2,3,2,3,1,2,2,2,2
"16",3,3,3,1,3,2,1,3,3,2,2,2,1,3
"17",3,3,2,3,2,1,1,1,1,2,2,3,2,1
"18",1,1,2,2,3,2,1,3,1,3,2,3,2,2
"19",2,1,2,1,3,1,3,1,1,1,1,2,3,2
"20",3,1,3,3,1,2,2,1,2,3,1,2,3,1
"21",1,2,3,1,1,1,3,2,1,3,2,1,1,1
"22",3,1,2,1,2,2,2,2,2,2,2,1,3,2
"23",3,3,3,2,1,3,2,3,1,1,3,1,2,2
"24",3,3,1,3,3,3,3,2,2,1,2,1,1,3
"25",2,1,2,3,1,3,2,3,1,2,1,3,1,3
"26",1,1,1,2,3,3,2,1,3,2,1,1,2,1
"27",3,2,2,2,1,1,3,1,3,2,3,3,1,2
"28",1,1,3,1,2,3,1,1,2,1,3,3,1,1
"29",3,2,2,3,3,3,1,3,3,3,3,2,3,1
"30",3,2,1,1,2,3,3,3,2,3,1,3,2,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
