"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",2,2,1,2,2,2,1,1,3,2,1,3,1,2,2,1,2,2
"2",1,1,3,2,3,3,3,1,2,3,3,3,1,3,2,3,3,3
"3",2,3,3,1,3,3,1,2,2,2,2,3,1,1,1,2,1,2
"4",2,2,3,3,2,1,1,3,2,1,3,1,3,2,2,3,1,1
"5",1,1,2,1,2,2,1,3,1,1,2,2,3,3,2,2,3,2
"6",1,3,3,2,2,2,2,2,3,1,2,1,1,3,3,3,2,1
"7",1,3,2,2,3,1,1,3,2,3,1,2,2,2,3,2,2,1
"8",3,1,1,1,2,1,2,1,2,1,3,2,2,1,1,3,2,2
"9",2,3,1,3,1,1,2,2,2,2,2,2,3,3,3,1,3,3
"10",2,2,2,3,2,3,2,1,1,3,3,3,3,1,3,2,2,3
"11",2,3,1,1,1,2,2,3,1,3,1,1,1,2,1,3,3,3
"12",3,3,1,3,1,3,3,1,1,1,1,2,1,3,2,2,1,1
"13",1,1,3,3,1,3,1,2,1,1,1,3,2,2,1,1,2,3
"14",3,2,3,2,2,3,3,3,3,2,2,2,2,2,1,2,3,3
"15",2,3,2,1,3,2,3,2,3,1,3,2,2,1,2,1,1,3
"16",3,1,2,2,1,1,2,3,3,3,2,3,1,1,2,1,1,1
"17",3,1,2,3,1,2,3,1,2,2,2,1,2,2,3,3,1,2
"18",3,2,2,1,3,1,3,2,1,2,1,3,3,3,1,3,2,1
"19",1,2,3,1,1,1,3,1,3,3,1,1,3,1,3,1,3,2
"20",1,2,1,2,3,3,2,3,1,2,3,1,2,3,3,1,1,2
"21",3,1,1,3,3,2,1,2,3,3,3,1,3,1,1,2,3,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
