"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",3,3,3,4,3,3,2,4,4,3,2,3,3,1
"2",2,4,4,3,3,2,3,2,3,2,4,3,2,2
"3",1,2,1,3,3,1,3,3,1,3,3,4,1,2
"4",1,1,3,2,2,3,4,3,4,2,2,1,2,3
"5",4,3,2,4,1,1,2,3,4,4,4,1,2,2
"6",3,3,2,2,3,2,1,3,3,4,3,2,1,4
"7",3,2,3,3,2,2,2,2,2,2,3,1,4,3
"8",1,4,4,3,1,3,1,3,2,1,4,1,1,1
"9",3,1,2,4,3,4,4,4,1,2,4,1,4,4
"10",2,1,4,2,4,4,2,1,4,3,3,1,1,4
"11",4,2,4,1,4,2,1,3,1,3,4,3,3,3
"12",3,4,3,1,4,1,4,2,1,1,3,3,2,1
"13",3,4,1,2,4,3,3,1,2,3,4,4,4,2
"14",2,1,1,1,2,1,2,4,2,1,4,3,1,3
"15",4,1,3,1,3,1,1,1,2,4,2,4,4,2
"16",2,1,2,4,4,3,1,2,3,1,3,2,3,2
"17",1,2,3,3,2,1,4,1,3,3,4,2,3,1
"18",2,3,1,4,2,2,1,1,1,2,1,4,2,1
"19",1,4,2,2,3,2,2,1,1,1,1,1,3,3
"20",4,2,1,1,3,3,3,4,3,1,2,1,2,1
"21",1,2,2,2,4,4,2,2,2,2,2,3,1,1
"22",2,3,3,3,4,4,3,3,3,1,1,4,4,3
"23",3,2,4,4,1,2,4,1,4,1,2,4,1,3
"24",4,3,4,2,2,4,4,4,2,1,3,2,3,2
"25",1,1,3,4,4,2,3,4,2,4,1,2,2,4
"26",4,3,3,1,1,4,3,1,1,2,1,2,1,2
"27",4,1,1,3,1,3,3,1,1,4,3,3,3,4
"28",1,4,2,1,1,4,1,4,3,3,3,4,2,3
"29",1,3,4,1,2,3,2,2,4,4,4,4,4,4
"30",4,4,2,4,2,3,4,2,3,3,1,3,1,4
"31",3,2,1,3,3,4,1,2,4,4,1,2,2,3
"32",2,4,4,4,2,4,3,3,1,4,2,2,4,1
"33",4,4,1,3,4,1,1,4,4,2,2,2,4,4
"34",3,1,4,2,1,1,2,3,3,2,1,4,3,1
"35",2,3,1,1,1,1,4,2,2,3,2,1,3,4
"36",2,2,2,2,1,2,4,4,4,4,1,3,4,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
