"","V1","V2","V3","V4","V5"
"1",4,3,3,1,4
"2",3,2,2,2,1
"3",2,1,3,2,4
"4",2,1,2,4,2
"5",4,2,1,1,2
"6",3,4,2,3,4
"7",1,3,1,2,4
"8",3,1,1,1,4
"9",4,2,3,3,1
"10",1,3,3,3,2
"11",2,4,4,4,4
"12",2,3,4,2,2
"13",4,3,4,3,3
"14",3,3,1,4,1
"15",3,2,3,4,3
"16",1,4,3,2,3
"17",4,4,1,4,2
"18",4,4,4,2,1
"19",1,2,2,4,4
"20",3,1,4,3,2
"21",2,3,2,1,3
"22",2,2,4,1,1
"23",4,1,2,2,3
"24",1,1,1,3,1
"25",2,2,1,3,3
"26",1,4,2,1,1
"27",1,1,4,4,3
"28",3,4,3,1,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
