"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,3,3,3,4,4,3,2,1,2
"2",3,2,2,1,2,1,4,4,4,4
"3",3,2,1,1,4,2,2,3,2,2
"4",2,1,2,4,4,2,4,1,2,1
"5",3,4,1,4,3,1,1,2,1,4
"6",4,1,3,1,4,4,1,1,4,3
"7",1,4,3,1,1,1,2,3,1,1
"8",4,1,1,2,3,3,3,4,1,1
"9",1,2,1,4,1,2,3,2,4,3
"10",2,3,1,3,2,1,2,1,4,1
"11",4,3,3,3,3,2,4,3,4,4
"12",1,4,1,3,4,4,4,4,3,3
"13",1,3,4,1,2,3,3,1,2,4
"14",1,2,2,2,3,4,1,2,3,1
"15",2,1,4,2,4,1,3,3,3,4
"16",2,2,3,4,3,4,2,4,2,3
"17",2,3,2,2,1,3,1,3,1,3
"18",3,4,3,2,2,2,2,1,3,3
"19",4,4,2,4,2,4,3,3,3,2
"20",4,1,2,3,1,3,2,2,2,4
"21",4,2,4,2,1,1,4,1,2,2
"22",1,1,4,3,2,2,1,4,1,2
"23",2,4,4,1,3,3,4,2,4,2
"24",3,3,4,4,1,3,1,4,3,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
