"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",3,1,4,4,4,2,4,1,4,1,2,1,4,4,1,3,4,1,4
"2",3,1,2,1,4,3,4,4,4,4,4,2,3,2,2,1,1,3,1
"3",1,3,3,4,4,4,1,4,2,1,1,2,4,1,4,2,3,3,4
"4",3,3,3,2,3,4,1,3,4,4,2,3,2,1,1,4,2,2,3
"5",2,4,1,4,2,1,3,1,3,1,4,1,2,1,1,1,2,3,2
"6",4,3,4,1,1,3,1,1,2,4,3,1,2,2,4,4,4,4,2
"7",1,4,2,2,1,2,1,2,3,1,2,4,4,2,2,1,3,2,2
"8",4,1,1,2,2,4,3,1,3,4,1,2,4,3,3,3,4,2,3
"9",4,2,4,3,3,2,3,3,4,4,4,4,1,2,3,2,3,3,4
"10",1,2,1,3,4,4,4,2,2,3,3,1,1,1,2,3,2,2,1
"11",3,4,1,1,3,4,4,2,1,1,1,4,1,3,4,4,3,4,1
"12",1,3,2,2,3,1,2,3,1,4,4,1,3,3,1,2,4,1,1
"13",2,1,3,1,3,2,2,2,3,3,3,2,2,2,4,2,3,1,3
"14",3,3,1,4,1,2,2,2,1,3,4,2,4,4,3,3,2,3,2
"15",2,1,3,3,1,4,3,4,2,3,4,4,3,4,1,4,3,1,2
"16",1,3,3,1,2,3,4,1,1,2,4,4,1,4,2,2,1,2,3
"17",2,2,2,1,3,3,3,3,2,2,2,3,4,2,1,3,4,3,2
"18",1,4,2,3,4,1,4,3,4,2,3,2,2,4,3,4,4,4,3
"19",3,2,2,3,2,2,1,4,1,3,1,2,1,1,4,1,4,1,2
"20",4,1,1,4,1,4,3,3,1,1,2,3,2,1,3,2,1,1,1
"21",2,4,3,3,1,1,2,1,1,4,1,3,1,2,2,3,1,4,4
"22",3,2,4,1,1,1,1,3,3,2,1,1,3,4,2,2,2,4,3
"23",2,2,4,4,2,1,1,1,4,2,3,3,3,3,3,4,3,2,1
"24",4,4,4,2,2,1,4,2,2,3,2,3,3,4,4,1,1,3,4
"25",2,3,3,2,4,2,3,4,3,2,2,1,1,3,3,1,1,4,1
"26",1,1,1,2,2,3,2,4,4,2,3,4,3,1,4,3,2,4,4
"27",4,4,4,3,3,3,2,4,2,1,3,3,4,3,2,1,2,1,3
"28",4,2,2,4,4,3,2,2,3,3,1,4,2,3,1,4,1,2,4

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
