"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,1,1,3,1,3,3,3,1
"2",3,2,1,2,1,1,1,3,3
"3",2,1,3,3,2,1,1,3,3
"4",1,2,1,3,2,1,3,1,1
"5",1,3,2,2,2,1,2,2,3
"6",1,2,3,2,1,3,2,3,1
"7",2,3,2,3,1,1,2,3,2
"8",1,2,3,2,3,2,3,2,3
"9",2,2,2,1,1,3,3,2,3
"10",1,3,3,3,2,3,3,3,2
"11",2,1,1,2,2,3,3,1,3
"12",1,3,1,1,2,3,1,3,3
"13",3,1,1,3,3,1,2,2,3
"14",1,2,1,1,1,3,3,1,2
"15",1,2,3,3,1,1,1,2,2
"16",1,1,3,1,1,2,1,1,1
"17",1,3,2,3,3,3,1,2,1
"18",3,1,2,2,1,2,3,2,2
"19",1,1,2,1,3,1,3,3,3
"20",3,3,3,2,3,3,1,1,3
"21",3,3,2,1,1,3,1,1,2
"22",3,2,2,1,2,1,1,2,1
"23",3,1,3,1,2,1,3,1,2
"24",2,2,3,1,2,2,2,1,2
"25",3,2,2,3,3,2,1,3,2
"26",1,1,2,3,1,2,2,1,3
"27",1,1,1,2,2,2,1,3,1
"28",2,1,3,1,2,3,2,2,1
"29",2,3,1,3,1,2,1,2,3
"30",2,2,1,1,3,1,2,3,1
"31",2,2,2,2,2,2,3,3,2
"32",2,3,3,2,1,1,3,2,1
"33",3,3,3,1,1,2,2,3,3
"34",1,3,1,2,3,1,2,1,2
"35",2,3,3,3,3,2,3,1,1
"36",3,2,1,3,2,3,2,2,2
"37",2,1,1,1,3,2,1,2,2
"38",3,3,2,2,2,2,2,1,1
"39",2,2,2,3,3,3,2,1,3
"40",3,1,3,2,3,3,2,3,2
"41",2,1,2,2,3,1,1,1,1
"42",3,3,1,1,3,2,3,2,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
