"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,2,1,3,1,2,3,2,3,1,2,1
"2",2,1,3,3,2,3,3,3,3,2,1,2
"3",1,3,3,2,1,3,1,1,3,3,1,1
"4",1,2,3,1,2,2,2,1,3,3,3,2
"5",3,3,1,1,3,1,2,2,1,3,3,2
"6",3,1,3,2,1,1,1,3,3,1,3,3
"7",3,2,2,1,1,2,1,3,1,1,2,2
"8",2,3,2,2,2,1,3,1,1,1,2,3
"9",2,3,1,3,3,1,2,1,2,2,2,1
"10",1,1,3,2,3,2,3,3,2,1,2,3
"11",1,2,1,2,3,3,3,3,1,2,3,3
"12",3,3,3,3,3,1,1,3,1,1,1,1
"13",1,1,2,3,3,3,1,1,1,3,3,1
"14",1,3,1,2,1,1,3,3,2,3,1,2
"15",2,1,2,2,3,2,1,2,2,2,1,2
"16",3,2,2,2,3,3,2,2,2,1,3,1
"17",3,3,3,1,1,3,2,3,2,2,2,2
"18",2,2,2,3,3,1,2,3,3,3,1,3
"19",1,3,2,1,2,2,3,3,2,3,1,1
"20",1,1,3,1,2,3,2,2,1,2,2,3
"21",2,2,2,1,1,1,1,2,3,2,2,1
"22",3,1,1,2,3,2,1,1,3,3,2,2
"23",1,1,2,3,2,1,3,2,1,1,3,2
"24",1,2,2,2,2,1,2,3,3,2,2,2
"25",1,3,2,1,3,2,1,2,3,2,1,3
"26",3,1,1,1,2,1,1,1,2,2,1,3
"27",2,3,3,1,3,2,2,1,3,1,3,3
"28",3,2,2,3,2,3,3,1,2,3,2,3
"29",3,2,1,2,2,2,3,1,1,2,1,1
"30",2,2,1,1,2,3,1,3,3,1,3,1
"31",3,1,3,1,3,1,3,2,3,3,2,1
"32",2,2,3,1,3,3,3,1,1,1,1,2
"33",1,2,3,3,1,1,1,1,2,2,3,3
"34",3,1,1,3,2,2,2,3,2,2,3,1
"35",3,2,3,3,1,2,2,2,1,3,1,3
"36",2,1,1,1,1,3,3,2,2,3,3,3
"37",2,2,3,2,2,1,1,2,2,3,3,2
"38",2,1,2,2,1,3,2,3,1,3,2,1
"39",2,1,2,3,1,2,2,1,2,1,1,2
"40",3,3,2,3,1,3,3,1,3,2,3,2
"41",2,3,3,2,1,2,3,2,1,2,3,1
"42",1,1,1,1,1,1,2,1,1,1,1,1
"43",1,3,1,3,3,3,1,2,2,1,2,2
"44",3,3,1,2,2,3,2,2,3,1,1,3
"45",2,3,1,3,2,2,1,3,1,3,2,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
