"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",2,2,1,1,1,2,3,1,1,2,3,3,1,3,1,1,3,2,3
"2",1,2,3,3,1,1,3,2,2,2,1,3,1,1,2,3,3,3,1
"3",1,2,1,1,3,1,1,2,3,1,2,2,1,3,3,2,1,1,2
"4",1,2,2,2,1,2,1,2,2,3,3,1,2,2,1,1,2,1,3
"5",2,3,2,3,3,1,2,3,3,3,3,1,1,1,3,1,3,1,3
"6",2,1,2,1,2,2,2,2,2,1,2,3,1,2,2,1,1,3,2
"7",1,3,1,1,3,3,1,3,3,2,1,3,3,2,3,1,2,3,1
"8",1,1,3,3,2,3,1,2,1,2,3,1,3,1,3,1,1,2,2
"9",3,3,2,1,2,2,1,2,1,2,1,2,2,1,1,3,1,3,3
"10",3,3,1,3,2,2,1,1,1,1,2,1,1,2,2,3,3,1,1
"11",3,2,3,1,1,2,2,1,2,1,1,2,3,1,3,1,2,1,1
"12",1,1,2,3,3,3,3,3,1,1,1,2,2,3,1,1,3,1,2
"13",2,3,2,3,1,1,3,2,1,1,2,2,2,2,3,2,2,2,1
"14",2,1,3,2,3,2,1,3,3,2,2,2,1,1,2,3,2,2,3
"15",1,2,2,2,2,3,2,1,3,3,1,2,1,2,1,3,1,2,1
"16",3,2,2,3,3,2,2,3,2,2,3,2,3,2,3,2,3,2,2
"17",2,1,3,1,2,1,3,2,3,3,3,2,3,2,1,3,3,1,1
"18",2,3,1,2,3,1,2,2,2,1,1,1,3,3,1,3,2,2,2
"19",2,3,3,1,3,3,3,1,2,2,1,1,2,2,2,2,1,1,3
"20",3,1,1,2,1,1,3,3,1,3,1,1,1,2,3,2,1,3,3
"21",3,1,1,3,2,3,2,2,3,2,3,3,2,3,2,2,2,1,3
"22",3,2,3,2,3,3,2,2,1,3,2,2,3,3,2,1,3,3,3
"23",3,1,1,3,3,1,1,1,2,3,2,3,2,1,1,1,1,2,1
"24",1,3,1,3,1,2,3,1,3,3,3,2,3,3,2,3,1,3,2
"25",1,1,1,1,1,2,2,3,3,3,1,1,2,1,2,2,3,2,2
"26",2,1,2,2,1,3,1,1,2,2,2,1,2,3,3,3,3,3,1
"27",2,2,2,2,2,1,1,1,1,3,1,3,3,1,2,2,2,1,2
"28",3,3,2,1,2,3,3,3,2,3,2,3,1,3,3,3,2,2,2
"29",2,2,1,3,2,3,3,3,2,1,2,1,3,1,1,2,2,3,3
"30",3,3,3,2,1,3,1,1,3,1,3,3,1,1,1,2,3,3,2
"31",3,2,3,2,2,1,3,3,3,1,3,1,2,3,2,1,1,2,1
"32",1,1,3,1,3,1,2,1,1,1,3,3,2,2,3,3,2,3,3
"33",1,3,3,2,1,2,2,3,1,2,2,3,3,3,1,2,1,1,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
