"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",2,4,4,1,2,4,1,3,3,4,4,2,2,2,2,2,2,3
"2",4,2,1,4,3,4,4,1,1,2,2,3,2,3,1,3,1,3
"3",1,3,3,2,4,1,2,4,4,2,1,1,2,1,2,4,1,3
"4",3,2,4,2,4,3,2,3,2,4,2,4,4,4,1,2,2,2
"5",4,2,4,3,2,2,3,3,4,1,4,3,1,1,4,1,4,3
"6",3,3,2,4,1,1,1,1,2,1,4,4,1,4,4,4,2,3
"7",2,3,2,1,3,4,3,4,4,4,3,4,1,3,1,1,4,1
"8",4,4,2,4,2,1,3,3,1,3,3,1,4,4,3,2,1,2
"9",1,3,1,1,4,2,3,1,3,2,1,2,4,2,4,2,3,2
"10",1,4,3,3,1,2,3,4,2,3,2,2,2,3,1,1,2,4
"11",2,3,4,3,1,3,4,1,4,3,4,1,3,4,4,3,1,1
"12",4,1,3,1,1,3,4,2,3,1,2,1,1,3,2,2,4,2
"13",2,1,3,4,3,1,2,2,4,1,2,3,3,2,4,2,2,1
"14",3,3,4,1,1,4,3,2,1,3,2,3,3,1,2,4,3,4
"15",1,2,3,2,2,4,1,1,1,1,3,2,4,4,2,1,3,1
"16",1,1,1,2,2,4,2,2,2,3,4,4,2,3,4,4,4,2
"17",4,2,3,2,3,1,4,4,3,3,4,4,4,2,3,3,3,4
"18",3,4,1,3,2,3,2,4,1,1,1,1,1,2,1,3,3,4
"19",1,2,2,4,4,3,2,2,3,4,3,2,1,1,3,3,1,4
"20",2,4,4,4,4,2,1,2,1,2,1,4,4,3,3,1,4,4
"21",3,1,2,2,1,2,1,3,3,2,3,3,3,2,1,4,1,1
"22",3,1,1,3,4,1,4,3,4,4,1,2,2,4,3,4,3,1
"23",4,4,2,3,3,2,1,1,2,4,1,3,3,1,2,3,4,2
"24",2,1,1,1,3,3,4,4,2,2,3,1,3,1,3,1,2,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
