"","V1","V2","V3","V4","V5","V6"
"1",4,3,2,4,2,4
"2",4,4,2,2,1,2
"3",3,1,1,2,2,4
"4",2,1,3,3,3,1
"5",3,2,3,1,2,2
"6",1,1,4,4,2,2
"7",2,1,4,1,4,3
"8",4,2,4,2,2,1
"9",2,4,3,3,2,4
"10",4,2,3,4,1,3
"11",4,1,2,3,4,3
"12",1,3,4,1,1,4
"13",1,4,2,4,3,2
"14",4,1,3,1,3,4
"15",2,3,2,2,2,3
"16",1,2,1,3,2,3
"17",4,4,1,1,3,3
"18",2,4,1,1,2,1
"19",2,2,4,4,3,4
"20",1,2,2,1,4,1
"21",3,2,4,2,4,4
"22",3,2,2,4,3,3
"23",3,1,1,4,1,1
"24",4,3,4,3,3,2
"25",1,3,3,2,4,3
"26",2,3,3,4,4,2
"27",1,4,1,3,4,4
"28",3,3,2,3,1,1
"29",3,4,3,2,3,1
"30",1,3,1,2,3,1
"31",2,2,1,3,1,2
"32",3,3,1,1,4,2
"33",2,1,2,1,1,4
"34",1,1,3,2,1,2
"35",4,4,4,4,4,1
"36",3,4,4,3,1,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
