"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,2,3,3,1,1,2,3,3
"2",2,1,1,1,1,1,2,1,1
"3",1,2,3,1,3,1,3,1,2
"4",3,1,3,3,3,2,3,2,3
"5",1,1,1,3,3,3,2,2,1
"6",3,1,3,1,2,3,3,2,1
"7",2,2,1,3,2,1,3,3,1
"8",3,2,1,2,3,3,3,1,3
"9",2,3,1,2,3,3,1,3,1
"10",3,2,2,3,1,2,2,1,1
"11",3,1,3,1,1,1,1,3,1
"12",3,2,2,2,3,1,2,2,1
"13",1,3,2,3,1,2,3,3,3
"14",2,1,1,1,2,2,3,1,2
"15",3,1,3,3,1,3,2,1,2
"16",2,1,2,2,1,2,1,2,3
"17",3,2,1,3,1,3,1,3,3
"18",1,3,3,2,1,3,2,3,2
"19",2,3,3,1,3,1,2,2,3
"20",3,3,2,3,3,1,1,2,2
"21",3,2,1,2,1,2,3,2,2
"22",2,3,1,3,1,1,3,2,2
"23",1,1,1,3,3,2,1,3,2
"24",2,1,3,2,3,2,3,3,1
"25",2,2,2,1,3,2,2,3,2
"26",2,3,3,3,2,2,1,1,2
"27",1,1,2,2,3,1,2,3,2
"28",3,3,1,1,2,3,2,3,2
"29",3,2,2,1,2,2,1,3,1
"30",3,1,2,2,2,1,1,1,2
"31",2,3,2,2,1,3,3,1,1
"32",1,2,2,1,1,3,3,2,2
"33",1,3,3,1,1,2,1,2,1
"34",1,1,2,1,2,3,3,3,3
"35",1,1,1,2,1,1,1,1,3
"36",2,3,2,1,3,3,1,1,3
"37",1,3,1,2,2,2,2,2,1
"38",1,2,3,2,2,2,2,1,3
"39",3,3,3,2,2,1,3,3,3
"40",1,3,2,3,2,1,3,1,1
"41",2,1,2,3,2,3,2,2,3
"42",2,2,3,2,2,3,1,2,2
"43",1,2,1,1,2,1,1,2,3
"44",1,2,3,3,3,3,1,1,1
"45",3,3,1,1,3,2,2,1,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
