"","V1","V2","V3","V4","V5"
"1",1,1,4,2,4
"2",2,2,3,4,4
"3",2,3,4,3,1
"4",4,4,2,1,4
"5",3,2,2,3,2
"6",4,1,3,4,3
"7",2,2,1,4,1
"8",4,2,3,2,1
"9",1,1,2,3,1
"10",4,3,3,3,2
"11",4,1,1,1,2
"12",1,3,4,1,4
"13",4,4,4,2,2
"14",2,4,4,1,3
"15",3,4,3,3,4
"16",1,3,1,2,2
"17",2,1,3,2,2
"18",3,2,1,1,4
"19",1,4,3,1,1
"20",2,1,1,3,3
"21",1,4,1,4,4
"22",4,3,2,4,1
"23",3,3,3,1,2
"24",3,3,1,4,3
"25",3,4,1,2,1
"26",2,3,2,2,4
"27",4,2,4,3,4
"28",4,4,1,3,3
"29",3,1,2,2,3
"30",2,1,2,1,1
"31",2,4,2,4,2
"32",1,3,3,3,3
"33",3,1,4,4,1
"34",1,2,4,4,2
"35",1,2,2,1,3
"36",3,2,4,2,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
