"","V1","V2","V3","V4"
"1",2,3,1,3
"2",3,3,2,1
"3",2,2,3,2
"4",1,1,1,2
"5",1,3,3,1
"6",3,2,1,2
"7",1,2,2,2
"8",2,2,2,2
"9",2,3,3,3
"10",1,2,3,1
"11",1,1,3,2
"12",3,1,2,3
"13",1,1,2,1
"14",3,1,1,2
"15",3,3,3,3
"16",2,3,3,1
"17",2,3,1,2
"18",2,1,3,1
"19",3,2,3,1
"20",3,3,2,2
"21",2,1,3,2
"22",1,3,1,2
"23",2,1,2,2
"24",3,1,3,3
"25",1,2,1,3
"26",3,3,3,2
"27",1,3,2,3
"28",1,1,3,3
"29",3,2,3,2
"30",2,1,2,3
"31",2,2,1,3
"32",3,2,1,1
"33",1,2,2,1
"34",2,2,1,1
"35",1,3,2,2
"36",2,2,2,3
"37",1,3,1,1
"38",3,2,2,3
"39",1,2,3,3
"40",2,3,2,1
"41",1,1,1,3
"42",3,1,1,1
"43",3,1,2,1
"44",3,3,1,3
"45",2,1,1,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
