"","V1","V2","V3","V4","V5","V6","V7"
"1",3,2,3,2,3,1,2
"2",3,3,1,2,1,1,1
"3",3,2,1,1,1,3,3
"4",3,2,2,2,2,3,1
"5",1,2,2,1,2,1,2
"6",3,3,3,1,2,2,2
"7",2,3,1,3,2,2,1
"8",2,1,1,1,1,2,2
"9",3,3,2,3,3,1,3
"10",3,1,3,2,1,2,3
"11",2,3,2,2,2,3,3
"12",1,3,3,3,1,1,2
"13",1,2,3,1,3,2,3
"14",1,1,1,3,3,3,1
"15",3,2,1,3,3,2,2
"16",3,1,2,1,3,2,1
"17",2,2,1,2,3,3,2
"18",3,1,3,1,2,3,1
"19",1,3,1,1,3,1,1
"20",2,2,3,3,1,1,1
"21",1,1,2,2,3,1,3
"22",2,2,1,1,2,1,3
"23",3,3,2,3,1,3,2
"24",1,1,1,2,1,3,2
"25",2,1,3,3,3,3,3
"26",2,2,2,3,1,2,3
"27",2,3,2,1,3,3,2
"28",1,2,2,2,1,2,1
"29",1,1,2,3,2,2,2
"30",1,2,3,3,2,3,1
"31",1,3,1,2,2,2,3
"32",3,1,1,3,2,1,3
"33",2,3,3,2,3,2,1
"34",1,3,3,1,1,3,3
"35",2,1,3,2,2,1,2
"36",2,1,2,1,1,1,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
