"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,2,3,1,3,2,1,1,3
"2",2,3,2,3,2,3,1,3,2
"3",2,3,1,2,1,2,1,1,3
"4",1,1,2,3,3,1,2,3,3
"5",2,3,3,1,3,3,2,1,2
"6",2,3,1,1,2,1,1,3,1
"7",1,1,3,3,1,2,1,1,1
"8",3,1,1,3,2,1,1,3,2
"9",3,1,1,2,1,3,2,1,1
"10",2,3,2,3,1,1,3,1,3
"11",2,2,3,2,3,1,3,1,1
"12",3,1,3,3,2,3,3,1,3
"13",3,1,2,1,3,3,1,1,1
"14",3,2,1,2,1,1,1,2,3
"15",1,3,1,1,3,2,3,3,3
"16",1,2,2,1,1,1,1,3,3
"17",3,3,1,3,3,2,2,2,1
"18",1,2,3,2,1,3,3,3,2
"19",2,2,3,3,1,2,2,3,3
"20",3,1,2,3,1,2,3,2,2
"21",1,2,1,3,2,3,1,1,3
"22",2,2,1,2,2,3,2,3,1
"23",1,1,1,2,3,1,3,2,1
"24",2,2,2,3,3,2,1,2,1
"25",2,1,1,1,2,2,3,1,2
"26",1,2,2,1,1,3,3,1,1
"27",1,2,1,3,3,1,2,1,2
"28",2,1,3,2,3,2,1,3,2
"29",1,3,3,3,2,2,3,2,2
"30",1,1,2,2,2,2,1,2,3
"31",3,3,3,1,1,1,1,1,2
"32",3,3,3,2,2,1,3,3,3
"33",2,1,2,2,1,1,2,3,2
"34",3,3,2,1,2,3,2,2,3
"35",1,3,3,2,1,3,2,2,3
"36",2,1,1,3,3,3,3,2,3
"37",1,3,2,2,3,3,1,2,2
"38",1,1,3,1,2,2,2,3,1
"39",2,1,3,1,3,1,2,2,3
"40",3,3,1,3,1,3,3,3,1
"41",3,2,3,3,2,1,2,2,1
"42",1,3,2,2,2,1,2,1,1
"43",3,2,2,2,2,2,2,1,2
"44",1,2,1,1,1,2,2,2,2
"45",3,2,1,1,3,3,3,3,2
"46",2,1,3,1,1,3,1,2,1
"47",2,2,2,1,2,1,3,2,2
"48",3,3,2,2,3,2,3,3,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
