"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,3,3,1,3,2,1,2,2,3,1,1,3
"2",2,3,1,2,2,1,2,2,1,2,2,2,3
"3",3,3,2,3,2,3,1,1,1,2,1,1,2
"4",3,1,3,2,2,1,3,2,2,1,1,3,2
"5",2,2,1,3,3,3,1,2,1,1,3,3,1
"6",3,1,1,2,1,2,1,1,3,3,3,3,3
"7",1,2,2,3,2,2,2,2,2,3,3,2,2
"8",1,3,2,2,3,3,3,3,2,2,3,3,3
"9",3,2,3,1,2,3,1,3,3,1,2,2,3
"10",2,1,3,3,2,2,3,3,3,2,3,1,1
"11",1,1,1,1,1,3,3,3,1,3,1,2,2
"12",3,1,2,3,3,1,2,3,1,3,2,1,3
"13",1,2,3,2,1,2,2,3,1,1,1,1,1
"14",3,3,1,3,1,2,3,1,2,1,2,2,1
"15",1,3,1,1,3,1,2,1,3,1,3,1,2
"16",1,1,2,1,1,1,1,2,3,2,2,3,1
"17",2,2,3,1,1,3,2,1,2,2,2,3,2
"18",2,2,2,2,3,1,3,1,3,3,1,2,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
