"","V1","V2","V3","V4","V5","V6","V7"
"1",3,2,2,2,1,1,2
"2",3,1,3,1,3,2,1
"3",2,3,1,3,2,2,1
"4",2,1,2,3,3,1,2
"5",1,3,2,3,1,3,2
"6",2,1,3,2,1,2,2
"7",1,1,3,3,2,1,1
"8",3,1,1,2,3,3,2
"9",3,3,1,1,2,3,3
"10",3,3,1,3,3,1,3
"11",1,2,2,2,2,2,1
"12",2,2,3,3,1,3,3
"13",3,1,2,3,1,2,3
"14",3,2,1,1,1,2,2
"15",1,3,1,2,2,1,2
"16",2,1,2,2,2,3,1
"17",2,2,1,2,3,1,1
"18",1,3,3,1,1,2,3
"19",3,2,2,3,3,3,1
"20",3,3,3,2,1,1,1
"21",1,1,2,1,2,2,2
"22",3,3,3,3,2,2,2
"23",2,3,2,2,3,2,3
"24",2,2,2,1,2,1,3
"25",1,1,3,2,3,3,3
"26",2,1,1,1,1,1,3
"27",1,3,2,1,1,1,1
"28",1,1,1,3,1,3,1
"29",2,3,3,1,3,3,1
"30",1,2,1,3,3,2,3
"31",2,2,1,1,2,3,2
"32",1,2,3,1,3,1,2
"33",3,2,3,2,2,3,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
