"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",3,1,3,1,2,2,3,2,2,2,3,1,2,3,2,3
"2",1,3,3,3,1,3,3,1,2,3,3,3,3,2,1,2
"3",2,3,3,1,3,3,3,1,1,2,1,1,1,1,3,2
"4",2,1,1,3,1,3,2,3,1,3,3,1,2,1,2,3
"5",2,3,2,1,2,3,2,2,1,1,2,3,1,2,1,3
"6",2,1,2,3,2,2,1,1,2,1,1,3,2,3,3,2
"7",1,3,1,2,2,3,1,1,1,2,3,2,2,3,1,1
"8",3,1,2,2,1,1,2,1,1,3,1,1,1,3,1,1
"9",3,2,1,2,1,3,1,2,3,1,1,3,3,3,3,3
"10",1,2,2,1,1,3,2,1,3,2,2,2,2,3,2,2
"11",3,3,3,3,1,2,1,3,1,1,2,2,1,3,2,3
"12",2,1,3,2,3,3,1,1,3,1,2,1,3,2,2,1
"13",1,1,1,1,1,1,3,1,3,1,3,2,1,2,3,3
"14",1,3,2,3,3,1,3,2,3,3,2,1,2,3,3,3
"15",3,3,1,1,1,2,2,2,2,2,2,1,3,2,3,1
"16",3,2,1,3,2,1,3,1,1,1,2,3,3,1,2,1
"17",2,2,1,2,3,2,3,1,2,3,2,2,2,1,1,3
"18",1,1,3,2,2,3,2,3,2,3,2,3,1,1,3,2
"19",3,2,2,3,2,3,3,3,2,3,1,2,1,2,3,1
"20",3,3,2,2,2,2,3,3,3,1,3,1,3,1,1,2
"21",3,1,1,1,3,1,1,3,3,2,2,3,2,2,1,2
"22",1,2,2,2,3,2,3,3,1,2,1,3,3,2,2,3
"23",2,1,3,3,2,1,2,2,3,2,1,2,3,1,1,3
"24",2,3,1,1,3,1,2,3,2,3,1,2,3,3,2,2
"25",1,1,2,1,3,2,1,2,1,3,3,2,3,1,3,1
"26",2,2,3,3,3,2,2,3,3,2,3,3,1,3,1,1
"27",3,2,3,2,3,1,2,2,1,1,3,2,2,2,3,2
"28",1,2,3,1,1,1,1,3,2,1,1,1,2,1,1,1
"29",1,2,1,3,2,2,1,2,3,3,1,1,1,2,2,2
"30",2,3,2,2,1,1,1,2,2,2,3,3,1,1,2,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
