"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",3,1,3,2,2,2,1,3,2,1,3,1,3,2
"2",3,3,1,1,3,1,1,3,3,3,2,2,2,3
"3",2,1,2,1,3,2,2,2,1,3,2,3,1,2
"4",1,2,1,1,1,3,1,3,1,1,3,3,1,1
"5",2,1,2,2,2,1,1,1,1,2,3,2,2,1
"6",2,3,3,3,3,3,3,1,3,1,3,2,1,2
"7",3,3,2,3,1,1,3,2,1,1,2,1,3,1
"8",3,2,2,3,1,2,3,1,2,3,3,3,2,3
"9",1,2,1,3,2,2,2,3,3,2,2,2,3,2
"10",2,2,3,2,1,1,2,3,2,2,2,1,1,3
"11",3,1,3,1,1,3,2,1,3,2,1,3,3,1
"12",1,1,2,3,2,3,1,2,3,3,1,1,1,3
"13",2,2,1,2,3,3,3,2,2,3,1,2,3,1
"14",1,3,1,2,3,2,2,1,1,1,1,1,2,3
"15",1,3,3,1,2,1,3,2,2,2,1,3,2,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
