"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",3,3,1,4,2,2,1,1,4,4,2,1,2,3,3,4,3
"2",2,4,4,3,3,1,3,3,1,4,2,1,4,1,4,1,2
"3",1,4,1,3,4,1,1,1,1,3,4,3,1,4,2,3,3
"4",3,1,2,3,2,2,1,4,3,3,4,2,4,1,1,1,1
"5",1,3,1,2,3,4,1,3,4,2,3,1,4,2,1,3,1
"6",4,3,3,4,2,2,2,2,1,2,3,4,1,4,4,1,1
"7",1,1,2,2,4,3,4,2,1,1,2,4,3,3,1,1,3
"8",2,2,2,4,4,4,4,1,4,2,1,3,4,1,3,1,4
"9",4,1,3,1,3,4,1,4,1,3,2,4,2,1,3,3,4
"10",4,4,2,1,2,4,3,3,4,4,4,2,1,3,2,1,4
"11",2,4,3,2,2,2,1,3,2,2,1,3,3,3,4,3,4
"12",2,3,3,1,2,4,3,1,3,1,4,4,4,4,1,2,3
"13",4,2,2,2,1,1,3,4,2,2,1,1,2,4,1,1,3
"14",4,4,3,4,1,3,2,1,4,4,1,1,3,1,1,3,2
"15",2,4,4,2,1,1,4,1,3,3,3,4,2,3,3,1,1
"16",4,1,1,4,3,1,3,2,3,2,4,2,3,3,3,3,2
"17",1,1,4,4,2,1,3,4,2,4,3,3,3,2,1,4,4
"18",2,1,1,3,1,4,2,3,4,1,3,3,2,4,4,2,2
"19",1,3,2,3,3,3,2,1,3,3,2,2,2,2,4,2,4
"20",2,1,1,1,2,3,4,2,2,3,1,1,1,2,2,2,2
"21",1,2,2,1,1,1,2,2,2,4,2,2,4,4,3,3,1
"22",3,4,4,1,1,3,1,4,1,2,3,2,4,2,3,2,3
"23",3,1,4,2,4,3,2,3,3,2,2,1,1,4,2,4,4
"24",1,3,4,1,4,2,4,4,4,3,1,2,3,4,4,4,2
"25",3,3,3,4,4,1,4,3,3,1,2,3,1,2,1,3,2
"26",4,2,3,3,3,3,4,1,2,1,3,2,4,3,2,4,1
"27",2,2,2,2,3,2,2,4,1,1,4,4,1,2,3,4,2
"28",3,2,3,2,3,2,3,2,4,3,3,3,3,1,2,2,3
"29",4,2,4,3,1,4,1,2,3,4,1,4,1,2,4,4,3
"30",3,3,1,3,4,4,2,4,2,4,1,4,3,3,2,2,1
"31",3,4,1,1,4,3,3,2,2,1,4,3,2,1,4,4,1
"32",1,2,4,4,1,2,4,3,1,1,4,1,2,1,2,2,4

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
