"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",2,2,3,2,4,3,3,4,3,1,4,2,4,4,4,4
"2",3,1,2,3,2,3,2,1,3,4,1,4,3,3,2,4
"3",3,4,3,4,4,2,2,3,2,1,1,2,2,2,1,2
"4",3,3,4,1,1,1,4,1,2,4,1,3,4,2,4,3
"5",1,1,4,3,1,2,1,4,1,1,4,1,1,1,2,3
"6",4,3,1,4,4,1,4,2,3,4,4,1,2,4,2,1
"7",4,2,2,1,1,1,3,2,1,1,2,2,3,3,3,3
"8",4,4,1,2,2,3,1,1,1,1,2,3,2,4,4,2
"9",3,2,2,3,3,1,2,2,1,3,4,3,4,1,1,2
"10",1,4,1,1,3,3,2,3,4,3,1,1,4,4,3,3
"11",3,2,1,1,3,4,1,4,3,2,4,4,2,2,3,3
"12",1,2,3,1,2,3,4,4,1,3,1,1,3,2,1,1
"13",4,1,2,4,2,2,3,3,4,2,4,3,4,2,4,1
"14",2,3,4,4,3,3,4,3,1,1,3,4,4,3,2,2
"15",3,1,3,4,4,2,4,1,1,3,2,4,1,4,3,4
"16",1,1,1,2,4,1,4,3,4,1,2,4,3,1,1,4
"17",2,4,3,1,2,1,1,1,3,2,2,2,4,1,2,1
"18",2,3,2,2,4,2,1,1,4,4,3,1,3,2,3,2
"19",4,3,4,2,3,2,1,2,4,2,1,2,1,3,1,4
"20",3,2,4,2,2,1,2,3,2,2,3,1,1,4,3,1
"21",2,1,1,3,2,2,4,4,2,3,3,2,2,3,4,3
"22",1,3,2,4,1,3,2,2,2,2,3,4,2,1,4,4
"23",2,4,4,2,1,4,3,2,4,3,1,4,2,1,2,2
"24",1,1,3,3,3,4,3,2,3,4,2,1,1,2,4,2
"25",4,4,2,1,3,4,3,4,2,4,3,2,1,1,2,4
"26",1,4,4,3,4,4,3,1,2,2,4,3,3,3,3,1
"27",2,2,1,4,1,4,2,4,4,4,2,3,1,3,1,1
"28",4,3,3,3,1,4,1,3,3,3,3,3,3,4,1,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
