"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",3,1,1,1,2,3,3,2,1,1,2,3,2,1,1,1,3
"2",1,1,3,3,3,2,3,3,1,2,2,3,3,3,1,3,2
"3",3,3,1,3,2,3,1,1,1,3,1,3,3,3,3,2,1
"4",2,3,3,1,1,2,1,2,3,3,2,3,2,1,3,2,2
"5",2,3,1,2,1,2,2,1,2,2,1,3,1,1,2,3,3
"6",3,2,3,3,2,2,2,1,1,1,3,2,1,1,1,2,2
"7",3,1,3,2,1,3,2,3,1,3,1,1,2,2,2,2,1
"8",2,2,3,2,3,3,3,1,3,2,1,2,2,3,3,1,1
"9",1,3,3,3,1,3,3,2,2,1,3,2,3,1,2,3,1
"10",1,3,2,1,3,1,2,3,1,1,1,2,2,1,3,3,3
"11",3,3,2,3,1,2,1,3,3,2,3,1,2,3,2,1,3
"12",1,3,1,1,1,1,3,1,1,2,2,1,1,2,1,2,1
"13",3,2,2,1,1,3,2,1,3,3,3,3,3,2,1,3,3
"14",3,3,2,2,3,2,3,2,2,1,1,1,3,3,1,2,3
"15",2,1,1,1,2,1,3,3,3,3,3,2,3,3,2,2,3
"16",3,3,3,1,2,1,2,3,2,2,2,1,3,2,3,1,2
"17",1,2,1,2,3,3,2,2,3,2,2,1,3,1,2,2,2
"18",1,1,3,1,2,3,1,1,3,1,1,1,1,3,1,3,2
"19",3,2,1,2,1,1,1,3,3,1,2,2,1,3,3,3,1
"20",2,2,2,3,2,3,3,3,2,3,2,1,1,1,3,3,3
"21",2,1,2,2,1,1,1,1,1,1,3,1,3,1,3,1,2
"22",2,2,2,1,2,2,1,2,1,2,1,2,3,2,2,3,1
"23",1,1,2,2,2,1,1,3,2,2,3,3,2,1,1,2,1
"24",1,2,3,2,2,2,3,2,1,3,3,3,1,2,3,1,3
"25",3,1,2,3,3,1,3,2,3,2,1,3,1,2,2,1,2
"26",2,1,1,3,3,2,2,2,3,1,3,1,2,2,3,3,1
"27",1,1,2,1,3,2,2,1,2,3,2,2,1,3,2,1,1
"28",2,3,1,2,3,3,1,3,2,3,3,2,1,2,1,1,2
"29",2,2,3,3,3,1,1,1,2,1,2,3,2,2,2,2,3
"30",1,2,1,3,1,1,2,2,2,3,1,2,2,3,1,1,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
