"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2,3,1,4,4,4,4,3,3,4,4,4,3,1,1
"2",4,3,3,3,2,3,2,4,3,4,4,1,4,2,1
"3",1,4,1,4,1,3,2,4,4,1,2,4,2,2,4
"4",4,2,4,4,4,4,1,4,1,3,2,1,4,1,4
"5",2,2,4,1,2,1,1,4,3,4,1,4,2,4,3
"6",3,3,1,2,3,3,1,1,4,2,1,3,4,1,3
"7",3,4,2,2,1,4,1,4,2,3,3,4,1,3,1
"8",3,1,3,4,3,1,3,3,1,2,4,4,2,2,3
"9",3,4,4,1,4,1,2,1,1,4,4,2,4,3,4
"10",1,1,1,2,2,2,4,4,2,3,4,2,4,1,3
"11",4,4,4,2,2,2,4,2,1,3,1,4,3,2,1
"12",4,1,2,4,2,4,3,1,4,4,3,3,3,4,4
"13",2,3,4,3,3,1,3,1,2,3,2,3,1,2,2
"14",3,3,4,1,1,3,3,2,2,2,3,2,2,1,4
"15",2,4,2,4,3,2,4,4,3,2,1,2,1,3,4
"16",1,2,2,2,3,3,3,2,1,4,1,1,1,4,4
"17",4,1,1,2,4,4,3,1,3,1,1,2,2,2,2
"18",2,1,4,4,3,3,1,2,2,1,3,1,3,3,2
"19",2,1,3,1,1,3,3,3,4,3,1,3,4,3,1
"20",1,2,3,2,4,1,1,3,3,2,3,3,3,2,4
"21",1,4,3,1,3,4,2,2,3,2,2,4,4,4,2
"22",1,2,4,3,1,4,4,2,4,1,4,3,1,3,3
"23",2,3,2,2,2,4,2,3,1,1,2,2,3,3,3
"24",1,3,3,4,1,2,1,1,1,3,4,2,2,4,2
"25",4,2,2,1,3,2,2,3,2,1,4,3,1,1,1
"26",1,1,1,3,1,1,2,1,2,2,1,1,3,4,1
"27",2,4,2,3,4,2,2,2,4,3,3,1,2,1,3
"28",3,2,1,3,4,2,3,4,1,1,3,4,4,4,2
"29",3,1,3,3,2,1,1,2,4,1,2,2,1,1,1
"30",4,3,1,1,2,1,4,3,4,2,3,1,1,3,2
"31",3,2,2,1,1,2,4,1,3,4,2,1,3,2,2
"32",4,4,3,3,4,3,4,3,2,4,2,3,2,4,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
