"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,3,1,3,1,2,4,1,2
"2",2,2,4,3,2,3,3,2,3
"3",4,3,2,3,3,3,4,3,4
"4",2,2,1,4,4,4,3,4,4
"5",2,1,3,4,1,2,2,2,4
"6",1,4,1,3,4,1,2,1,1
"7",4,4,1,2,1,3,2,2,4
"8",4,4,3,4,4,1,4,2,3
"9",2,4,4,2,1,1,4,4,2
"10",4,2,4,3,1,1,1,3,1
"11",2,3,2,1,1,2,2,4,1
"12",1,2,3,4,1,3,1,4,3
"13",1,1,3,2,1,4,3,3,2
"14",4,2,3,1,2,4,4,4,2
"15",1,4,4,3,2,2,3,4,4
"16",1,2,1,1,3,2,1,2,2
"17",3,4,3,1,3,2,3,3,1
"18",1,2,2,2,4,2,4,3,3
"19",3,2,2,4,2,1,3,2,1
"20",2,3,3,2,4,4,1,2,1
"21",3,3,4,1,4,3,4,2,4
"22",4,1,2,2,2,2,1,1,3
"23",1,3,3,1,2,1,1,1,4
"24",1,1,4,4,3,4,4,1,1
"25",4,3,1,2,3,1,3,4,3
"26",2,1,1,2,2,3,4,3,1
"27",4,3,4,4,4,2,2,3,2
"28",1,3,2,3,2,4,2,2,2
"29",3,1,3,3,3,3,2,4,2
"30",3,1,2,3,4,1,1,4,4
"31",3,2,4,2,3,4,2,1,4
"32",4,1,1,1,4,3,3,1,1
"33",2,4,2,4,3,3,1,1,2
"34",3,4,1,4,2,4,1,3,3
"35",3,4,2,1,1,4,3,1,3
"36",2,1,4,1,3,1,2,3,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
