"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",3,3,3,2,2,2,3,1,2,1,3,2,3,3,2,1,2,3,1
"2",3,3,2,1,1,2,1,1,2,2,2,3,2,2,2,1,3,1,3
"3",1,2,2,2,1,3,3,3,1,2,2,1,3,3,3,2,2,1,3
"4",2,3,3,2,3,2,3,3,3,2,2,2,2,1,3,3,3,2,2
"5",3,2,1,3,1,2,1,3,1,3,3,3,2,3,3,3,1,3,1
"6",3,1,1,2,2,3,3,1,1,1,1,3,1,2,3,2,3,2,2
"7",2,3,1,3,3,3,2,1,1,3,3,1,3,1,1,1,3,1,3
"8",3,1,3,1,3,3,2,3,3,3,1,1,2,2,2,1,2,2,1
"9",1,1,3,2,3,2,2,3,2,3,3,3,1,3,1,2,1,1,2
"10",2,3,2,2,1,3,2,2,3,1,1,3,1,1,2,3,1,1,1
"11",2,1,1,3,1,1,3,2,3,2,3,2,2,2,1,2,2,1,1
"12",2,1,1,1,2,1,3,3,2,3,2,3,3,1,2,2,1,3,3
"13",2,2,3,1,2,2,2,2,1,2,1,3,3,2,1,3,2,2,3
"14",1,2,1,3,3,3,2,2,2,2,2,2,1,2,2,3,3,3,1
"15",3,3,3,1,3,1,1,2,3,1,3,1,1,3,3,2,3,3,3
"16",1,1,2,1,1,3,1,1,3,3,1,2,3,3,1,3,3,3,2
"17",1,2,3,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1
"18",2,2,2,3,3,1,1,3,2,1,1,2,3,2,3,1,1,1,2
"19",1,1,2,3,2,1,2,1,2,1,3,1,2,1,3,3,2,2,3
"20",1,3,1,2,2,1,1,2,1,2,1,1,2,3,2,1,1,2,2
"21",3,2,2,3,2,2,3,2,3,3,2,1,1,1,1,1,2,3,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
