"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",2,3,3,1,3,2,1,3,3,2,2,1,2,1,2,3,2
"2",1,2,3,3,2,1,2,1,3,2,2,1,1,1,1,1,1
"3",1,2,2,2,3,1,1,2,2,3,2,3,3,1,3,3,2
"4",3,1,3,3,3,3,1,1,1,2,1,2,1,2,3,2,2
"5",2,2,2,1,2,2,3,1,3,3,3,3,1,3,3,2,2
"6",2,1,2,3,1,2,1,2,1,3,1,3,2,1,1,1,1
"7",1,3,2,1,3,3,2,1,2,3,1,2,3,3,2,1,1
"8",3,3,3,1,1,3,2,2,1,3,2,3,1,3,1,3,3
"9",1,3,2,2,2,3,3,2,1,2,3,1,2,2,3,1,3
"10",1,3,1,1,1,1,3,2,2,1,1,1,1,2,1,2,2
"11",3,3,2,3,2,3,1,3,2,1,3,3,1,1,2,2,3
"12",3,1,2,1,1,3,3,3,3,1,2,1,3,1,3,1,1
"13",3,2,3,2,2,2,2,3,1,3,1,1,3,2,2,2,1
"14",3,1,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2
"15",1,1,1,2,3,1,3,3,1,2,3,3,1,3,2,3,1
"16",2,2,1,3,1,1,3,1,1,2,2,2,3,1,2,2,3
"17",2,1,1,2,2,3,1,1,3,1,1,1,3,3,1,3,3
"18",2,3,1,3,3,2,2,2,3,1,3,2,3,2,3,3,1
"19",2,1,3,2,1,1,2,1,2,1,3,3,2,2,2,1,2
"20",3,2,1,1,3,1,1,3,3,3,3,2,2,2,1,1,3
"21",1,2,3,3,1,2,3,3,2,1,1,2,2,3,3,3,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
