"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,1,3,3,1,3,3,3
"2",1,1,1,3,3,1,1,1
"3",1,2,2,3,1,2,1,3
"4",2,3,1,3,1,1,2,1
"5",2,3,3,2,2,3,2,1
"6",2,2,2,1,1,3,1,1
"7",2,2,3,1,2,2,3,2
"8",3,3,2,1,1,3,2,2
"9",1,3,2,2,3,1,1,1
"10",3,2,2,1,3,1,3,1
"11",3,3,3,3,3,1,2,3
"12",2,3,1,1,3,3,1,3
"13",1,1,2,1,2,3,1,3
"14",3,1,2,3,2,2,3,1
"15",2,1,2,3,1,3,3,2
"16",1,3,3,3,2,3,1,2
"17",3,2,3,2,3,3,1,2
"18",2,2,3,3,3,3,3,1
"19",3,1,1,2,1,2,3,1
"20",1,2,1,2,1,3,3,3
"21",1,1,3,1,1,1,2,1
"22",3,1,1,1,1,1,1,2
"23",2,2,2,2,1,1,2,3
"24",1,1,3,3,1,2,2,2
"25",3,2,3,1,2,1,2,3
"26",2,1,1,1,2,2,2,3
"27",1,3,3,1,3,2,3,3
"28",2,2,1,3,2,1,1,2
"29",1,2,1,1,3,2,2,2
"30",3,3,1,2,2,1,3,2
"31",3,3,2,2,2,2,1,2
"32",1,2,3,2,1,1,3,2
"33",3,3,3,1,1,2,1,1
"34",2,3,1,2,1,2,3,3
"35",2,1,2,1,3,1,3,2
"36",1,1,1,2,3,3,2,2
"37",1,2,2,2,2,2,2,1
"38",3,2,1,3,3,2,1,3
"39",2,1,3,2,2,1,1,3
"40",1,3,2,3,2,1,3,3
"41",2,1,3,2,3,2,1,1
"42",3,2,1,3,2,3,2,1
"43",3,1,2,2,3,3,2,3
"44",1,3,1,1,2,3,3,1
"45",2,3,2,3,3,2,2,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
