"","V1","V2","V3","V4","V5"
"1",3,1,1,2,2
"2",3,1,3,1,3
"3",3,2,2,3,2
"4",3,2,1,3,3
"5",2,1,3,2,3
"6",1,3,2,1,1
"7",1,3,1,3,2
"8",2,1,1,3,1
"9",1,2,3,1,2
"10",3,3,1,1,2
"11",2,2,1,2,2
"12",1,2,2,3,1
"13",1,1,1,1,3
"14",1,1,2,3,3
"15",2,2,3,3,3
"16",2,3,1,1,3
"17",2,1,2,1,2
"18",2,1,3,1,1
"19",3,2,1,1,1
"20",1,3,3,2,3
"21",1,1,3,3,2
"22",1,2,2,2,2
"23",3,3,2,2,3
"24",2,3,2,3,1
"25",3,3,3,3,1
"26",3,2,3,2,1
"27",2,2,2,1,3
"28",3,1,2,2,1
"29",2,3,3,2,2
"30",1,3,1,2,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
