"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,3,2,1,1,3,3,1,2,3
"2",2,1,1,3,1,2,2,1,1,1
"3",1,3,1,1,3,3,2,1,1,2
"4",1,2,3,3,1,2,2,2,2,2
"5",2,3,3,2,1,1,2,1,1,3
"6",2,2,2,2,1,3,1,2,3,2
"7",1,2,1,3,3,2,3,3,3,1
"8",3,1,3,2,1,2,3,3,3,3
"9",2,1,3,3,2,3,1,3,1,3
"10",1,3,1,2,1,3,1,3,2,1
"11",3,3,2,3,2,1,2,3,3,2
"12",2,1,1,1,3,1,3,3,2,2
"13",1,1,2,1,1,2,1,3,1,2
"14",3,3,3,1,3,2,1,2,3,2
"15",3,2,1,3,1,1,3,2,1,2
"16",3,2,2,2,3,3,2,3,1,1
"17",2,3,3,3,3,3,3,2,1,1
"18",1,1,2,1,1,1,2,2,3,1
"19",2,2,1,1,2,3,2,2,3,3
"20",1,3,1,3,2,1,1,1,3,3
"21",3,1,2,3,2,3,1,2,2,1
"22",3,2,3,1,2,1,3,1,1,1
"23",2,2,2,3,3,2,3,1,2,3
"24",3,2,1,2,2,2,1,1,2,2
"25",3,1,1,2,3,1,2,2,2,3
"26",1,1,3,2,2,3,3,1,3,2
"27",1,2,3,1,3,1,1,3,2,3
"28",1,3,2,2,2,2,3,2,1,3
"29",2,1,2,2,3,1,1,1,3,1
"30",2,3,3,1,2,2,2,3,2,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
