"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,2,2,1,3,3,1,3
"2",2,1,1,3,3,2,1,1
"3",3,3,2,1,3,1,3,1
"4",3,2,1,2,2,2,2,3
"5",3,3,2,2,1,3,2,2
"6",2,3,3,1,2,1,2,1
"7",2,3,3,2,3,2,1,2
"8",2,2,2,2,1,2,3,1
"9",2,2,3,3,1,1,2,2
"10",3,1,2,3,2,2,2,1
"11",1,2,3,2,3,3,2,1
"12",2,3,2,3,2,3,3,3
"13",3,3,3,3,1,2,1,3
"14",1,2,3,1,2,2,3,3
"15",1,1,2,2,1,1,1,3
"16",3,2,1,3,3,3,3,2
"17",2,1,1,1,1,3,2,3
"18",2,1,1,2,2,1,3,2
"19",3,1,3,2,3,1,3,3
"20",1,1,3,3,1,3,3,1
"21",1,3,1,2,2,3,1,1
"22",1,3,1,1,1,2,3,2
"23",1,2,2,3,2,1,1,2
"24",3,2,1,1,1,1,1,1
"25",1,1,2,1,3,2,2,2
"26",1,3,1,3,3,1,2,3
"27",3,1,3,1,2,3,1,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
