"","V1","V2","V3","V4","V5","V6"
"1",2,1,3,1,1,1
"2",3,3,4,2,1,4
"3",4,3,4,4,3,4
"4",3,1,4,3,4,3
"5",1,1,1,2,1,3
"6",3,1,1,1,2,4
"7",1,3,2,1,2,3
"8",1,2,3,1,4,4
"9",2,4,1,3,4,4
"10",2,2,2,3,2,4
"11",2,3,1,4,2,2
"12",1,2,4,4,1,2
"13",4,1,3,4,2,1
"14",4,1,2,2,4,4
"15",1,1,2,3,3,2
"16",3,4,2,1,3,1
"17",2,2,4,1,3,3
"18",4,4,2,4,1,3
"19",4,3,1,3,1,1
"20",1,3,3,3,3,1
"21",2,3,2,2,4,2
"22",1,4,4,2,2,1
"23",4,4,4,1,4,2
"24",2,4,3,4,3,3
"25",3,2,3,2,2,3
"26",4,2,1,2,3,2
"27",3,2,1,4,4,1
"28",3,4,3,3,1,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
