"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,1,2,3,1,2,3,3,2
"2",2,2,2,2,2,3,3,2,1
"3",3,3,3,3,3,3,2,2,1
"4",3,3,2,2,3,2,3,1,3
"5",2,3,1,1,2,2,1,1,2
"6",2,2,3,3,2,1,2,3,2
"7",1,1,1,1,1,3,1,2,1
"8",3,1,1,3,2,3,3,3,3
"9",3,1,3,1,1,1,2,1,3
"10",3,2,1,2,1,2,2,3,1
"11",3,1,3,2,2,2,1,2,2
"12",1,2,2,1,2,3,2,1,3
"13",1,1,3,2,2,1,3,1,1
"14",2,1,2,3,3,1,1,2,3
"15",2,2,3,1,1,2,3,2,3
"16",1,2,1,2,3,1,1,3,3
"17",1,2,3,3,3,2,1,1,1
"18",2,3,3,2,1,3,1,3,3
"19",2,1,1,2,3,3,2,1,2
"20",3,2,1,1,3,1,3,2,2
"21",1,3,3,1,3,3,3,3,2
"22",2,3,1,3,1,1,3,1,1
"23",2,1,2,1,3,2,2,3,1
"24",3,3,2,1,2,1,1,3,1
"25",1,3,1,3,2,2,2,2,3
"26",3,2,2,3,1,3,1,1,2
"27",1,3,2,2,1,1,2,2,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
