"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,3,4,2,3,2,1,4,2
"2",1,4,1,4,3,4,1,2,1
"3",1,4,4,3,3,1,3,3,3
"4",3,3,1,2,4,4,4,1,3
"5",1,3,1,1,2,2,2,3,3
"6",1,3,3,4,1,3,3,1,2
"7",3,2,2,1,2,3,1,3,2
"8",3,3,2,4,3,1,2,4,4
"9",4,1,2,4,2,4,3,4,3
"10",2,4,2,3,4,3,1,2,3
"11",4,1,1,2,1,1,1,3,4
"12",2,2,4,3,2,4,2,1,4
"13",4,2,1,3,4,2,3,4,2
"14",1,1,2,2,4,1,2,1,2
"15",4,4,2,1,3,2,4,1,1
"16",1,1,4,2,2,3,4,4,1
"17",2,3,2,2,1,4,3,3,1
"18",4,4,4,1,1,4,2,2,2
"19",2,1,1,1,3,3,3,1,4
"20",1,2,2,3,1,2,4,2,4
"21",4,3,3,3,2,1,1,1,1
"22",3,1,3,3,3,4,4,3,2
"23",4,3,4,4,4,3,4,3,4
"24",3,4,3,2,2,2,3,2,4
"25",3,1,4,4,1,2,1,1,3
"26",1,2,3,1,4,4,1,4,4
"27",3,4,1,3,1,3,2,4,1
"28",2,1,3,4,4,2,2,3,1
"29",2,2,1,4,2,1,4,2,2
"30",2,4,3,1,1,1,4,4,3
"31",4,2,3,2,3,3,2,2,3
"32",3,2,4,1,4,1,3,2,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
