"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,3,1,3,3,3,2,3,3,3
"2",1,2,1,3,2,3,3,2,2,3
"3",3,2,1,2,2,2,3,2,3,3
"4",2,3,2,2,1,1,1,1,3,1
"5",3,3,3,2,2,3,2,2,3,1
"6",3,1,2,2,2,3,1,1,1,3
"7",1,1,1,3,3,3,1,3,1,2
"8",2,1,2,1,1,3,2,1,2,3
"9",3,1,3,3,3,2,1,3,3,1
"10",2,1,3,2,1,2,3,3,1,3
"11",3,2,1,2,3,1,1,1,1,1
"12",3,3,3,1,1,3,3,3,2,2
"13",3,3,1,3,1,1,1,2,1,2
"14",3,1,3,1,3,3,2,1,1,3
"15",1,2,3,3,1,3,1,1,2,1
"16",1,3,3,2,3,2,1,2,2,3
"17",2,1,3,3,3,1,2,2,2,1
"18",2,2,3,1,2,1,1,1,3,3
"19",2,2,2,2,2,2,1,3,2,2
"20",1,1,3,2,2,1,2,2,1,2
"21",2,3,1,2,3,3,3,1,2,2
"22",3,1,2,2,1,2,3,2,2,1
"23",3,2,2,1,3,3,1,2,3,2
"24",2,3,2,1,3,1,3,2,1,3
"25",3,3,3,3,2,1,3,1,2,2
"26",2,2,3,3,1,2,2,2,3,2
"27",1,3,1,1,2,1,1,3,2,1
"28",1,3,2,1,2,2,2,1,3,2
"29",2,3,1,3,2,2,2,1,1,1
"30",3,2,2,3,3,2,2,3,2,3
"31",1,3,2,2,1,3,2,3,1,1
"32",1,2,2,3,3,2,3,1,1,2
"33",1,2,3,2,3,1,3,3,3,2
"34",1,1,2,3,1,1,3,2,3,3
"35",1,3,3,1,1,2,1,3,1,3
"36",2,2,1,1,1,3,3,2,1,1
"37",3,2,2,1,2,1,2,3,1,1
"38",1,1,1,1,3,2,3,1,3,1
"39",2,1,1,1,2,2,1,2,2,2
"40",2,1,2,3,2,3,3,3,3,1
"41",3,1,1,1,1,1,2,3,3,2
"42",1,2,1,2,1,1,2,1,2,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
