"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,2,1,2,2,3,1,3,2,3,2,2,1,2,2,1
"2",2,3,2,1,1,3,2,1,1,2,2,2,1,1,3,2
"3",3,2,3,1,1,3,3,3,1,1,2,3,2,3,2,3
"4",2,3,2,3,2,1,1,2,3,1,2,1,3,3,2,2
"5",2,2,1,1,3,2,2,2,2,2,3,1,2,3,1,1
"6",3,2,1,1,2,1,3,1,3,2,3,3,3,2,3,2
"7",1,2,2,2,3,2,2,1,3,1,1,2,3,1,2,3
"8",1,1,2,1,1,2,3,2,3,3,2,1,1,2,1,3
"9",1,1,3,2,3,3,1,3,3,2,1,1,2,3,3,2
"10",2,3,3,3,2,2,2,3,2,1,1,3,1,2,3,3
"11",3,1,3,3,2,3,3,2,2,2,1,2,3,1,1,1
"12",3,3,2,2,3,1,1,2,2,3,3,3,2,1,3,3
"13",1,3,1,3,3,1,3,1,1,3,1,3,1,3,1,1
"14",3,1,1,3,1,2,2,3,1,3,3,1,3,1,2,2
"15",2,1,3,2,1,1,1,1,1,1,3,2,2,2,1,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
