"","V1","V2","V3","V4","V5","V6","V7"
"1",3,2,3,3,2,3,3
"2",2,2,2,1,4,3,2
"3",4,4,4,3,2,1,3
"4",3,4,3,4,4,3,4
"5",2,2,1,4,3,2,3
"6",1,1,4,4,4,1,2
"7",1,1,3,1,3,4,3
"8",3,1,2,3,3,1,1
"9",1,3,4,1,1,3,3
"10",3,3,1,1,1,1,4
"11",4,3,1,3,3,3,2
"12",4,4,3,2,1,4,2
"13",3,2,4,2,1,2,1
"14",1,2,2,3,1,4,4
"15",4,3,2,2,4,2,3
"16",1,2,1,2,2,1,2
"17",2,1,3,3,1,2,2
"18",3,3,2,4,2,4,2
"19",2,3,3,2,3,1,4
"20",2,4,2,4,1,1,3
"21",1,4,2,2,3,3,1
"22",2,1,4,2,2,3,4
"23",1,3,3,4,2,2,1
"24",1,4,1,3,4,2,4
"25",4,1,2,1,2,2,4
"26",3,1,1,2,4,4,3
"27",4,1,1,4,1,3,1
"28",3,4,4,1,3,2,2
"29",2,3,4,3,4,4,1
"30",4,2,3,1,4,1,1
"31",4,2,4,4,3,4,4
"32",2,4,1,1,2,4,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
