"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,2,3,3,1,3,2,3,1,1,2,4,4,3,4,3
"2",4,2,3,4,1,2,4,4,3,4,4,2,3,4,2,2
"3",4,3,1,1,2,4,3,4,3,1,3,1,2,3,4,4
"4",3,1,4,1,1,4,1,3,1,2,3,3,3,4,1,4
"5",4,3,2,4,4,1,1,2,2,1,1,3,4,4,4,1
"6",2,3,2,2,4,3,4,3,2,4,3,3,2,2,2,3
"7",3,3,3,3,4,4,3,2,4,3,4,2,4,2,3,4
"8",4,1,3,2,3,2,3,2,1,2,4,4,2,3,2,1
"9",4,2,4,2,4,4,3,1,4,4,2,3,1,1,1,2
"10",1,3,1,2,3,2,2,4,4,3,2,3,3,4,3,1
"11",1,1,1,4,4,1,4,3,4,2,2,1,4,1,2,4
"12",4,4,1,1,2,3,2,1,1,2,1,2,4,2,2,2
"13",3,4,2,4,3,2,3,3,1,4,3,1,1,4,4,2
"14",3,1,2,2,2,3,4,1,3,3,3,4,4,1,4,1
"15",2,4,4,4,4,2,2,1,3,1,4,4,3,2,1,4
"16",1,1,4,3,1,1,2,1,2,4,3,2,2,3,3,1
"17",3,2,2,3,3,4,1,1,4,1,1,1,3,3,2,3
"18",2,4,3,3,2,1,4,4,1,3,1,3,1,3,1,4
"19",1,3,4,3,3,3,1,4,2,2,4,1,1,1,1,2
"20",2,4,3,2,1,1,1,2,3,2,2,1,2,2,4,2
"21",2,2,1,1,2,1,1,3,4,4,4,4,1,2,3,1
"22",3,2,1,4,2,2,2,2,2,3,2,2,2,1,1,3
"23",2,1,4,1,3,3,4,2,3,1,1,2,1,4,3,3
"24",1,4,2,1,1,4,3,4,2,3,1,4,3,1,3,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
