"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,3,3,3,2,1,1,1,1,2,3,3,3,3,3
"2",3,2,2,3,3,1,3,2,3,3,3,1,1,3,1
"3",2,2,1,3,2,2,1,3,1,2,2,1,2,2,1
"4",3,1,3,2,3,2,2,3,1,3,1,3,3,1,1
"5",3,2,3,2,1,1,2,3,3,2,2,1,3,2,2
"6",1,1,2,3,2,3,2,1,1,3,2,2,1,2,3
"7",1,3,2,3,1,2,2,2,2,1,3,3,3,2,1
"8",2,2,1,2,1,2,3,1,2,3,1,2,3,3,3
"9",1,3,1,1,3,3,1,3,3,1,2,2,3,3,1
"10",2,1,3,1,3,1,1,1,2,3,3,2,2,2,1
"11",2,2,2,2,3,3,1,2,1,2,3,2,3,1,2
"12",2,3,3,2,2,2,2,2,3,1,2,2,2,3,3
"13",1,2,1,1,3,1,2,1,1,1,3,1,2,1,3
"14",1,2,3,3,1,2,1,1,3,1,1,2,1,1,2
"15",3,3,1,1,1,2,3,2,1,3,3,2,1,2,2
"16",1,1,1,2,3,1,1,2,3,2,1,3,1,2,3
"17",3,2,2,1,2,3,3,1,3,1,1,3,2,2,2
"18",2,3,2,2,1,1,3,3,1,1,2,3,1,1,1
"19",1,1,3,1,1,3,3,2,1,2,1,1,2,3,1
"20",1,3,2,2,2,1,1,3,2,3,1,1,2,3,2
"21",3,3,1,2,2,3,2,1,2,2,1,1,1,1,1
"22",1,1,2,1,2,2,3,3,3,2,3,1,3,1,3
"23",2,3,3,3,3,3,3,3,2,1,1,1,1,2,3
"24",2,1,2,1,3,2,2,1,2,2,2,3,1,3,2
"25",3,1,1,3,2,1,3,2,2,1,2,2,3,1,2
"26",3,2,3,1,1,3,1,2,2,3,2,3,2,1,3
"27",2,1,1,3,1,3,2,3,3,3,3,3,2,3,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
