"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,2,2,3,3,1,2,1,2,1,2,3
"2",1,1,1,2,1,1,2,2,3,3,2,1
"3",2,2,2,1,1,2,2,3,1,3,1,1
"4",1,3,2,1,3,1,3,2,1,2,1,2
"5",3,1,1,1,1,1,3,3,2,2,3,3
"6",2,1,2,2,3,2,1,1,1,2,1,3
"7",2,2,1,1,3,1,1,3,3,3,2,2
"8",2,2,1,1,2,2,1,2,2,1,1,2
"9",3,2,3,2,2,3,2,2,2,3,1,3
"10",1,2,2,2,2,2,3,3,3,1,3,3
"11",3,3,2,2,1,2,3,2,2,3,2,2
"12",2,1,3,1,1,3,2,1,3,1,1,2
"13",2,3,2,3,2,1,2,3,3,2,1,3
"14",1,3,3,2,1,1,1,3,2,1,1,1
"15",3,1,1,3,1,2,2,3,1,1,2,3
"16",3,1,3,3,3,2,3,3,3,3,1,3
"17",2,3,1,2,3,3,3,2,1,1,3,3
"18",1,2,3,2,3,2,2,1,3,2,3,2
"19",2,2,3,3,2,1,3,2,1,1,2,1
"20",1,3,1,3,3,3,1,1,2,3,1,3
"21",2,3,1,3,1,2,3,1,1,3,3,1
"22",3,3,1,2,2,1,3,1,3,1,2,2
"23",3,3,3,3,2,2,1,1,2,2,2,1
"24",2,1,3,3,3,1,2,2,2,3,3,2
"25",2,3,3,1,1,3,1,2,3,2,2,3
"26",1,2,3,1,1,3,3,1,1,3,2,3
"27",1,1,2,1,2,3,3,1,2,1,1,1
"28",2,1,2,2,2,3,1,1,3,3,3,1
"29",1,1,2,3,1,2,1,2,3,1,3,2
"30",3,1,2,1,2,1,1,2,1,3,3,3
"31",1,1,1,2,2,3,1,3,1,2,2,2
"32",1,3,3,3,2,3,2,3,1,3,3,2
"33",2,1,3,2,3,2,3,3,2,2,2,1
"34",3,2,1,3,3,3,3,2,3,2,1,1
"35",1,3,1,1,2,2,2,2,2,2,3,1
"36",3,3,2,1,3,3,2,3,3,1,2,1
"37",3,2,2,3,1,3,1,3,2,2,3,2
"38",3,2,1,2,1,1,2,1,1,2,1,2
"39",3,2,3,1,3,1,1,1,1,1,3,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
