"","V1","V2","V3","V4","V5"
"1",3,2,1,2,1
"2",1,3,3,1,2
"3",2,3,1,2,3
"4",1,3,2,2,1
"5",2,1,3,1,3
"6",2,2,1,1,2
"7",1,2,1,1,3
"8",3,1,2,2,3
"9",2,2,3,2,2
"10",2,1,1,1,1
"11",1,2,1,3,1
"12",2,2,2,3,3
"13",1,2,2,2,2
"14",3,1,3,2,1
"15",2,3,2,1,1
"16",3,3,1,2,2
"17",3,3,2,1,3
"18",3,2,3,3,3
"19",1,3,1,3,3
"20",1,1,3,3,1
"21",3,2,2,1,2
"22",3,1,1,3,3
"23",2,1,2,2,1
"24",2,1,1,3,2
"25",3,2,2,3,1
"26",1,1,2,1,3
"27",2,2,3,2,3
"28",1,1,1,2,2
"29",1,1,2,3,2
"30",1,2,3,1,1
"31",2,3,2,3,2
"32",2,3,3,3,1
"33",3,3,3,3,2
"34",3,3,1,1,1
"35",3,1,3,1,2
"36",1,3,3,2,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
