"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,3,3,2,1,2,3,1,1,3,3
"2",2,1,1,1,2,1,2,1,2,3,3
"3",3,2,1,1,1,1,3,3,3,3,1
"4",1,1,2,2,1,3,2,2,1,2,3
"5",1,3,3,1,3,1,2,2,1,1,2
"6",3,3,2,2,3,3,1,3,2,2,2
"7",3,1,3,1,2,1,3,3,1,2,3
"8",3,2,2,1,2,3,3,1,3,1,2
"9",2,1,3,1,3,3,3,2,2,3,1
"10",3,3,2,1,1,2,1,2,2,3,1
"11",1,3,1,3,2,3,3,1,2,1,3
"12",2,2,1,3,3,3,2,3,3,2,3
"13",2,1,2,2,2,2,1,3,3,3,1
"14",2,3,2,3,1,3,2,1,1,3,2
"15",3,2,1,1,3,2,1,2,1,2,3
"16",1,2,1,3,1,1,1,1,2,2,1
"17",3,1,1,3,1,2,2,3,1,1,1
"18",1,1,2,2,3,1,2,2,3,1,1
"19",2,3,3,3,3,1,1,3,3,1,3
"20",2,2,3,2,3,1,1,1,1,3,2
"21",3,3,3,3,1,3,3,2,3,2,2
"22",3,2,3,2,3,3,2,1,2,1,1
"23",1,1,1,1,3,3,1,1,3,2,1
"24",1,3,1,3,3,2,2,2,2,3,2
"25",2,2,2,1,2,1,2,3,2,2,2
"26",2,2,3,3,2,3,1,2,1,1,1
"27",2,2,2,3,1,2,3,2,2,1,3
"28",1,3,2,1,2,2,2,3,3,1,3
"29",1,2,1,2,2,2,3,1,3,2,2
"30",3,2,3,2,2,2,2,2,3,3,3
"31",3,1,3,3,2,2,1,1,2,2,2
"32",1,2,2,3,3,2,3,3,1,2,1
"33",1,1,3,2,1,1,3,3,2,1,2
"34",2,1,1,1,3,2,3,3,1,1,2
"35",1,1,2,3,2,1,1,2,1,3,2
"36",3,3,1,2,2,3,2,3,1,3,1
"37",1,2,3,1,1,3,1,3,2,3,3
"38",3,1,2,3,3,1,3,1,3,3,3
"39",2,3,1,2,2,1,3,2,2,2,1
"40",2,3,3,1,1,2,2,1,3,2,1
"41",2,1,1,2,1,3,1,2,3,1,2
"42",3,3,2,2,1,1,1,1,1,1,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
