"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,1,1,2,3,2,3,2,2,1,4,4,4,2
"2",1,1,3,4,1,2,2,1,4,3,3,4,3,1
"3",1,2,1,3,3,4,4,2,1,3,3,2,3,2
"4",4,4,2,3,4,3,2,2,1,2,2,3,4,4
"5",4,4,1,1,2,3,1,1,2,4,4,3,3,1
"6",3,4,4,1,4,4,2,4,4,1,2,1,3,2
"7",4,3,3,1,3,2,4,3,4,2,1,2,3,3
"8",4,1,1,4,2,1,2,3,3,2,1,2,1,2
"9",4,2,4,3,4,1,3,1,4,4,4,4,1,3
"10",3,1,4,3,4,2,1,3,2,3,4,2,2,4
"11",2,1,2,2,1,1,4,4,1,4,1,3,3,3
"12",2,3,2,4,3,3,2,2,3,4,4,1,2,3
"13",1,3,1,1,1,4,3,3,3,4,2,4,2,4
"14",4,2,2,3,2,2,3,4,2,1,2,1,2,1
"15",2,4,4,4,2,1,4,2,4,1,3,3,2,4
"16",1,1,4,1,1,3,4,4,2,2,3,1,1,3
"17",3,3,3,4,4,4,4,2,2,3,1,4,1,1
"18",1,4,3,2,3,1,1,3,1,4,2,1,1,1
"19",3,2,2,1,3,1,1,4,3,2,3,4,4,4
"20",2,4,3,3,1,4,3,4,3,2,4,2,4,1
"21",3,3,2,2,2,3,3,3,4,3,3,3,1,2
"22",1,2,3,2,4,3,1,1,3,1,1,3,2,2
"23",3,3,1,4,1,2,1,1,1,1,2,2,4,3
"24",2,2,4,2,2,4,2,1,1,3,1,1,4,4

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
