"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",3,1,3,2,3,1,3,2,2,3,1,1,3,1,1,3
"2",3,1,2,2,1,2,2,2,2,1,2,3,2,1,2,1
"3",1,2,2,2,2,1,3,3,3,2,3,2,2,1,1,1
"4",3,2,2,3,1,2,1,1,3,1,1,3,1,3,1,3
"5",2,3,2,1,3,1,1,3,1,1,1,1,1,1,2,1
"6",1,1,3,3,3,2,2,1,3,1,1,1,2,2,2,2
"7",1,3,1,3,3,1,3,2,3,1,2,3,3,3,3,1
"8",1,3,3,2,1,1,1,1,1,3,1,3,2,3,3,2
"9",3,1,1,1,3,3,1,1,1,2,3,3,3,2,1,2
"10",1,2,1,3,3,2,1,2,2,2,3,1,1,1,3,2
"11",2,1,1,1,2,1,1,1,2,1,2,2,2,3,3,3
"12",1,1,2,1,2,2,3,2,1,3,2,1,1,3,1,2
"13",1,3,2,2,3,3,2,1,2,2,2,2,1,3,2,3
"14",3,3,1,2,1,1,3,3,1,1,3,2,1,2,2,2
"15",1,1,1,3,2,3,3,3,1,2,1,3,3,1,2,3
"16",2,2,1,2,2,3,1,2,2,3,1,3,1,2,2,1
"17",2,1,2,3,1,1,1,2,3,3,3,2,3,2,2,3
"18",2,2,1,3,1,3,2,2,1,1,3,1,2,3,1,1
"19",3,2,3,3,2,2,1,2,1,2,2,2,3,3,2,1
"20",3,3,2,3,2,3,3,1,2,3,3,1,2,2,3,1
"21",3,3,3,3,3,3,1,3,3,3,2,2,2,1,1,2
"22",3,1,3,1,1,3,3,3,3,2,1,1,1,3,3,1
"23",2,1,3,2,3,2,2,1,1,3,3,2,1,1,3,1
"24",2,1,3,3,1,1,2,3,2,2,2,3,1,2,1,2
"25",2,3,2,2,2,2,2,3,3,2,3,3,3,3,3,2
"26",3,2,2,1,3,1,2,2,1,2,1,2,2,2,3,3
"27",3,2,1,1,2,1,2,1,3,3,2,1,3,1,2,2
"28",2,2,2,1,1,3,3,1,2,1,1,2,3,1,3,2
"29",2,2,3,1,3,2,3,3,2,3,3,3,2,3,2,3
"30",1,3,1,1,1,2,2,3,2,3,1,2,3,2,1,1
"31",1,3,3,1,2,3,2,2,3,1,3,3,1,1,1,3
"32",1,2,3,2,2,3,1,3,1,1,2,1,3,2,3,3
"33",2,3,1,2,1,2,3,1,3,2,2,1,2,2,1,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
