"","V1","V2","V3","V4","V5","V6"
"1",1,3,1,1,1,3
"2",3,1,3,2,2,2
"3",2,3,1,1,2,2
"4",2,1,2,3,2,1
"5",3,2,3,1,2,1
"6",1,3,2,2,1,2
"7",1,2,3,2,1,1
"8",1,2,3,1,3,2
"9",2,2,2,1,1,2
"10",1,2,1,3,3,1
"11",3,1,2,1,3,3
"12",3,3,3,1,3,2
"13",2,3,1,2,2,1
"14",2,1,3,3,1,3
"15",2,1,3,1,3,1
"16",1,3,2,1,3,1
"17",3,1,1,1,1,2
"18",1,3,3,3,2,1
"19",3,1,1,3,2,3
"20",3,1,2,2,1,1
"21",1,1,1,2,3,3
"22",3,1,3,3,3,1
"23",3,3,2,2,2,3
"24",3,3,1,2,3,1
"25",1,1,2,1,2,2
"26",2,2,2,2,3,1
"27",2,2,1,1,3,3
"28",1,3,1,3,3,2
"29",3,3,1,3,2,2
"30",3,2,2,1,2,1
"31",1,2,1,2,2,2
"32",1,3,3,2,3,3
"33",3,3,2,3,1,1
"34",1,1,2,3,1,2
"35",1,1,1,1,1,1
"36",2,2,1,3,1,1
"37",2,2,3,2,2,3
"38",3,2,2,3,3,2
"39",2,1,1,2,3,2
"40",2,3,3,2,1,2
"41",1,2,2,3,2,3
"42",2,2,3,3,2,2
"43",2,3,3,1,1,3
"44",3,2,3,3,1,3
"45",3,2,1,2,1,3
"46",2,3,2,3,3,3
"47",2,1,2,2,1,3
"48",1,1,3,1,2,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
