"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,2,1,2,1,2,1,1,3,3,2,2,3,1,1,2,1,2
"2",2,1,2,2,2,3,3,1,3,2,2,3,3,2,3,3,2,1
"3",3,2,2,3,2,3,2,2,1,3,1,1,3,2,1,1,1,3
"4",3,1,1,2,3,2,1,2,2,3,1,1,2,2,2,2,3,1
"5",2,2,2,1,3,2,3,1,2,3,3,1,1,3,2,3,1,2
"6",1,1,2,3,1,2,3,1,1,1,1,3,1,1,3,2,3,3
"7",3,3,2,2,2,1,1,3,2,2,3,2,1,3,3,2,1,3
"8",1,3,1,1,2,3,1,2,2,1,3,3,3,1,1,3,3,3
"9",2,1,1,1,3,3,1,3,1,1,2,2,1,3,1,1,1,1
"10",2,3,1,2,1,1,2,2,1,2,1,1,1,1,3,3,2,2
"11",3,2,3,1,3,2,2,3,2,2,1,3,3,1,3,1,2,1
"12",1,1,3,1,2,1,2,1,1,3,3,2,2,2,3,1,3,2
"13",1,3,3,1,1,3,1,1,3,2,1,1,2,3,2,1,2,3
"14",2,3,3,3,3,1,3,3,3,3,3,1,3,1,1,2,3,1
"15",1,2,1,3,3,1,3,3,1,2,2,2,2,2,2,3,2,3
"16",3,1,2,3,1,2,2,2,3,1,3,2,2,3,1,3,2,1
"17",3,2,3,2,2,1,3,2,3,1,2,3,1,3,2,1,3,2
"18",2,3,3,3,1,3,2,3,2,1,2,3,2,2,2,2,1,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
