"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,2,3,2,1,2,2,2,1,1,1,1,1
"2",1,3,2,2,1,3,3,3,3,2,2,2,3
"3",3,1,1,1,3,3,2,3,3,3,1,1,2
"4",2,1,2,1,1,2,1,3,1,1,2,1,2
"5",1,3,2,3,2,3,1,1,1,3,1,1,2
"6",1,1,1,2,2,2,3,1,1,2,3,2,1
"7",2,2,3,3,2,3,1,3,1,1,3,2,3
"8",1,3,3,1,3,3,3,3,1,3,3,3,3
"9",2,1,2,1,2,3,3,2,2,2,3,2,2
"10",3,1,1,1,1,3,1,2,2,2,2,3,1
"11",1,2,1,2,1,1,2,2,2,3,2,1,3
"12",1,1,3,1,1,1,1,1,3,1,3,1,3
"13",2,2,1,3,3,2,2,3,2,2,2,2,3
"14",1,2,3,3,1,2,1,3,1,3,2,3,1
"15",2,2,2,2,3,2,3,1,2,3,1,1,3
"16",1,1,2,2,3,1,1,3,2,1,1,2,1
"17",3,1,2,3,3,3,3,2,1,1,2,3,3
"18",2,1,3,2,3,1,2,1,1,3,2,2,2
"19",1,1,1,2,1,3,2,1,1,2,1,3,3
"20",3,3,3,1,2,2,1,1,2,2,2,1,3
"21",1,2,3,1,2,3,2,2,3,1,2,2,2
"22",2,2,2,1,3,1,1,2,1,2,1,3,3
"23",2,3,1,2,1,1,1,3,2,3,3,3,2
"24",2,1,3,3,1,2,3,1,3,1,1,3,2
"25",3,1,3,2,2,3,3,3,2,3,2,1,1
"26",2,3,1,1,2,2,3,2,1,3,2,3,1
"27",3,3,3,3,1,1,3,2,2,3,1,2,3
"28",2,3,3,1,2,1,2,3,3,2,1,1,1
"29",2,1,2,3,2,1,2,2,3,3,3,3,1
"30",3,2,3,3,3,3,2,1,2,2,3,3,1
"31",1,3,2,3,3,2,2,2,2,2,3,1,2
"32",3,3,1,1,3,1,2,1,1,1,3,2,2
"33",2,2,1,2,3,3,1,2,3,1,3,1,1
"34",2,3,2,3,1,3,2,1,2,1,1,2,1
"35",3,2,2,1,1,2,3,1,3,3,3,2,1
"36",3,3,2,2,2,2,2,3,3,1,3,3,3
"37",3,1,1,3,2,2,1,2,3,3,1,2,3
"38",1,3,3,2,3,2,1,2,3,2,1,2,2
"39",3,2,1,3,1,1,3,3,1,2,3,1,2
"40",1,3,1,3,3,1,3,1,3,1,2,1,1
"41",1,2,1,1,2,1,3,3,2,1,1,3,2
"42",3,2,2,2,2,1,1,1,3,2,2,3,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
