"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,3,2,3,2,1,1,3,2,1
"2",1,3,1,1,3,1,1,1,3,1
"3",1,1,3,1,1,2,2,1,3,3
"4",3,3,3,2,2,3,2,1,3,3
"5",2,2,2,2,3,1,3,1,3,1
"6",1,2,3,2,3,2,2,3,1,1
"7",2,3,3,1,3,2,2,2,2,3
"8",1,2,3,3,2,3,3,2,3,1
"9",2,2,3,1,1,1,3,3,1,3
"10",2,1,1,1,2,3,2,1,2,1
"11",2,1,2,3,3,3,2,1,1,3
"12",1,3,2,2,1,1,3,2,2,3
"13",3,3,2,3,3,1,2,2,3,2
"14",2,3,1,3,3,3,3,3,2,1
"15",2,3,3,2,2,1,1,1,1,1
"16",1,1,2,3,2,2,1,2,1,3
"17",3,1,1,2,3,1,2,3,2,3
"18",3,1,2,1,1,3,1,2,2,3
"19",3,2,1,1,1,1,2,2,3,1
"20",3,1,3,2,3,2,3,2,2,1
"21",1,1,3,3,3,3,1,1,2,2
"22",3,3,3,3,3,1,3,1,1,3
"23",3,2,2,2,3,3,1,2,1,2
"24",2,2,1,2,2,2,1,2,3,3
"25",1,1,3,3,1,1,2,3,2,1
"26",3,2,2,3,1,2,3,3,3,3
"27",1,1,2,1,3,1,3,3,1,2
"28",2,1,1,3,3,2,2,3,3,2
"29",2,2,3,3,1,3,2,2,1,2
"30",1,2,1,1,3,2,3,2,2,2
"31",1,3,3,1,2,2,3,3,3,2
"32",1,2,1,3,2,1,2,1,1,2
"33",1,1,2,2,1,3,1,3,3,1
"34",2,3,1,1,1,2,1,3,1,2
"35",3,1,2,1,2,2,3,1,1,1
"36",2,2,2,3,1,2,1,1,2,1
"37",2,3,2,1,1,3,3,1,3,2
"38",2,1,1,3,2,1,3,2,3,3
"39",3,2,3,1,3,3,1,3,3,3
"40",3,3,1,3,1,2,1,2,1,1
"41",2,1,3,2,1,1,1,2,3,2
"42",3,2,3,1,2,1,1,1,2,2
"43",1,3,2,1,2,3,2,2,1,1
"44",1,2,1,2,1,3,3,1,1,3
"45",3,3,1,2,1,2,2,1,2,2
"46",1,3,1,2,2,3,1,3,2,3
"47",2,2,2,2,2,2,2,3,2,2
"48",3,1,1,2,2,3,3,3,1,2

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
