"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,3,2,4,1,1,2,2
"2",3,3,4,2,3,3,3,1
"3",3,4,4,4,2,2,1,4
"4",1,3,3,2,2,1,4,4
"5",2,2,2,1,2,3,1,1
"6",4,2,1,1,3,1,2,4
"7",1,1,1,3,3,2,1,2
"8",4,3,4,1,1,4,1,2
"9",3,1,3,1,3,3,4,2
"10",4,2,3,4,2,2,3,2
"11",4,1,4,2,4,2,2,1
"12",1,4,2,1,1,2,4,1
"13",1,2,4,3,1,3,2,4
"14",2,1,3,2,1,4,1,4
"15",2,2,4,4,3,4,4,3
"16",1,4,3,4,3,4,2,1
"17",2,3,3,1,4,2,2,3
"18",2,3,2,3,3,2,3,4
"19",4,4,2,2,3,1,1,3
"20",4,4,3,3,1,3,3,3
"21",2,4,4,3,4,1,4,2
"22",4,3,1,3,2,4,4,1
"23",4,1,2,4,4,3,4,4
"24",2,1,1,4,1,1,3,1
"25",1,3,1,4,4,3,1,3
"26",2,4,1,2,2,3,2,2
"27",3,1,2,3,2,4,2,3
"28",3,2,1,2,1,2,4,3
"29",3,2,3,3,4,1,1,1
"30",1,1,4,1,2,1,3,3
"31",1,2,2,2,4,4,3,2
"32",3,4,1,1,4,4,3,4

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
