"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,3,4,3,1,2,2,3,4,1,3,4,2
"2",4,2,1,4,3,2,2,4,2,1,1,1,3
"3",3,1,3,1,2,3,1,4,4,1,3,2,3
"4",3,4,1,4,2,4,2,2,3,4,3,1,1
"5",1,2,3,3,1,1,2,4,3,3,2,2,1
"6",2,4,2,1,4,2,1,3,2,4,2,2,1
"7",1,4,2,1,2,4,3,3,4,3,1,4,3
"8",3,3,2,1,4,4,2,4,1,2,4,3,4
"9",2,3,4,4,4,3,4,1,3,3,1,2,3
"10",4,2,2,4,1,3,4,2,4,1,2,3,4
"11",2,2,1,2,1,4,1,1,1,4,2,4,3
"12",1,3,3,2,3,2,3,2,1,4,3,2,4
"13",2,4,3,3,3,4,1,2,2,1,1,3,2
"14",3,3,2,3,1,1,1,2,2,3,4,1,3
"15",4,4,1,3,2,3,2,1,1,2,4,2,2
"16",2,1,2,3,2,2,4,4,3,4,4,3,4
"17",1,1,1,4,4,1,4,3,1,3,3,3,2
"18",1,4,4,2,1,4,4,4,2,2,3,1,4
"19",3,1,4,3,3,3,3,3,1,3,2,1,4
"20",1,1,3,4,1,3,3,1,2,1,4,4,1
"21",4,2,3,2,4,4,4,3,4,4,4,1,2
"22",3,2,4,1,2,2,4,2,1,2,1,4,1
"23",2,2,2,1,3,1,3,1,3,2,3,1,2
"24",4,3,4,1,2,1,3,4,2,4,2,3,2
"25",3,1,1,2,4,1,3,1,4,1,1,2,1
"26",1,3,1,2,3,3,1,3,3,2,1,3,1
"27",4,1,3,2,4,2,2,2,3,2,2,4,3
"28",4,4,4,4,3,1,1,1,4,3,4,4,4

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
