"","V1","V2","V3","V4","V5","V6","V7"
"1",1,2,2,1,1,2,3
"2",2,2,1,3,2,2,2
"3",1,3,2,2,1,1,1
"4",1,1,2,3,3,3,1
"5",1,1,3,2,3,2,2
"6",3,2,2,1,2,2,1
"7",1,2,2,3,2,1,2
"8",1,2,3,3,1,2,1
"9",3,1,3,2,1,3,3
"10",2,2,2,2,1,3,1
"11",1,2,3,2,2,3,1
"12",3,1,1,3,1,1,1
"13",3,1,1,1,3,2,3
"14",2,1,1,2,2,2,1
"15",1,3,1,2,2,1,3
"16",1,1,3,1,2,1,3
"17",3,3,3,3,3,1,2
"18",1,3,2,2,3,3,3
"19",1,1,1,1,1,3,2
"20",2,1,1,2,3,1,2
"21",2,3,2,1,3,2,2
"22",2,1,2,3,1,2,3
"23",3,2,3,1,3,3,2
"24",1,3,1,3,3,2,3
"25",2,3,2,3,2,1,1
"26",3,1,2,2,2,1,2
"27",2,2,3,1,1,1,2
"28",1,2,1,1,3,1,1
"29",3,2,1,2,1,2,2
"30",3,2,2,2,3,1,3
"31",2,3,1,1,1,1,3
"32",3,1,3,3,2,2,1
"33",3,2,1,3,2,3,3
"34",2,1,2,1,2,3,3
"35",3,3,2,3,1,3,2
"36",3,3,1,2,3,3,1
"37",2,3,3,2,2,2,2
"38",2,2,3,3,3,1,3
"39",2,1,3,1,3,3,1
"40",1,3,1,1,2,3,2
"41",2,3,3,3,1,3,3
"42",3,3,3,1,1,2,1

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
