"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",3,3,3,2,3,2,2,2,3,3,1,2,1,1,3,3,3
"2",2,2,3,1,2,2,2,2,1,1,3,1,2,1,1,1,1
"3",3,1,3,2,2,1,3,1,1,2,1,3,2,2,1,3,1
"4",1,1,3,2,2,3,3,3,3,1,3,3,3,1,3,2,2
"5",3,3,2,1,2,3,2,1,1,1,2,2,1,2,1,2,2
"6",1,3,1,3,3,2,1,1,1,1,3,3,2,3,2,3,2
"7",1,1,1,2,2,1,2,1,2,3,2,3,1,1,2,1,3
"8",1,1,3,1,3,2,1,2,2,2,2,2,3,3,1,1,1
"9",2,1,2,3,1,2,2,1,3,3,3,2,2,2,3,1,1
"10",3,1,1,3,1,3,1,2,3,2,2,1,2,1,1,2,3
"11",3,2,2,2,1,3,1,2,2,1,3,3,1,3,3,3,1
"12",3,2,1,1,1,2,3,1,2,3,1,1,3,1,2,3,2
"13",2,2,3,3,1,2,3,3,1,3,2,3,1,3,1,2,3
"14",1,3,2,1,2,2,1,3,2,2,1,3,2,2,3,2,3
"15",2,3,3,1,1,1,1,1,3,1,1,2,1,1,2,2,1
"16",1,2,1,3,2,1,1,2,3,3,3,2,1,2,1,3,2
"17",2,3,1,2,1,3,2,3,2,2,1,2,2,3,1,1,2
"18",1,3,3,2,1,3,1,3,1,3,3,1,3,2,2,1,3
"19",2,1,2,1,3,1,1,3,1,3,2,1,2,1,3,3,2
"20",1,2,1,3,3,3,3,1,1,2,1,1,1,1,3,1,1
"21",3,2,3,3,3,1,3,3,2,1,2,2,2,2,2,1,3
"22",2,1,2,3,2,3,3,2,1,1,1,2,3,3,2,3,3
"23",3,3,1,3,2,1,2,3,2,3,3,1,3,3,3,2,1
"24",2,1,2,2,3,2,3,2,2,2,3,1,1,2,2,2,2
"25",2,2,1,1,3,3,2,3,3,2,2,3,3,2,2,3,1
"26",3,3,2,1,1,1,3,2,3,2,2,3,3,3,3,1,2
"27",1,2,2,2,3,1,2,1,3,1,1,1,3,3,1,2,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
