"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",1,4,2,3,2,2,4,1,2,4,1,1,4,4,3,3,3
"2",1,2,4,2,3,2,2,4,2,1,2,3,2,1,2,1,1
"3",4,2,1,3,2,2,1,3,3,3,4,2,2,3,1,3,2
"4",4,3,1,3,4,3,3,2,3,2,3,1,4,1,2,1,1
"5",2,2,3,1,2,1,4,4,3,1,3,1,4,3,4,1,2
"6",2,4,2,1,2,2,2,2,4,2,2,4,1,2,1,3,1
"7",1,2,3,1,4,3,3,2,2,4,3,2,2,2,4,3,4
"8",2,1,4,3,4,4,3,3,3,1,2,2,1,4,1,4,3
"9",2,3,1,2,4,4,4,4,4,2,1,2,2,3,3,2,4
"10",4,1,3,2,4,2,1,4,1,2,2,1,3,2,3,4,3
"11",4,4,1,4,3,3,3,4,1,4,4,4,1,3,4,1,3
"12",1,4,4,4,4,1,4,2,2,3,2,4,3,3,1,2,2
"13",3,1,2,4,3,3,4,4,4,1,3,2,3,1,2,3,2
"14",3,4,3,3,2,3,2,3,2,1,3,4,2,4,3,2,4
"15",1,4,1,2,1,4,1,1,3,1,4,4,3,1,4,4,1
"16",3,1,2,3,3,4,1,2,2,2,1,3,1,2,4,1,2
"17",4,2,3,4,1,4,1,4,4,4,1,1,1,4,2,2,1
"18",2,3,4,2,2,4,3,2,1,4,4,1,2,2,2,4,2
"19",1,3,4,4,1,1,1,3,1,2,3,3,1,1,3,3,3
"20",3,4,1,1,1,1,2,3,3,4,1,2,3,2,2,1,3
"21",1,1,2,1,3,4,2,3,1,3,4,1,4,1,1,2,4
"22",3,2,2,2,1,1,3,1,4,3,2,4,2,1,4,2,3
"23",3,3,4,1,4,2,2,1,1,2,4,2,4,4,4,2,2
"24",4,3,3,3,3,1,2,1,4,1,1,3,3,3,1,3,4
"25",2,2,4,4,3,3,1,1,3,3,1,4,4,2,3,4,4
"26",3,3,2,2,1,3,4,3,1,4,2,3,4,3,1,4,1
"27",2,1,3,4,1,2,3,2,4,3,4,3,3,4,3,1,1
"28",4,1,1,1,2,1,4,1,2,3,3,3,1,4,2,4,4

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
