"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,2,2,1,3,3,2,3,2,1,2,3,2
"2",4,1,2,4,2,1,2,1,1,4,3,4,3
"3",4,1,3,4,4,1,3,2,2,3,2,3,4
"4",2,1,1,2,4,1,2,3,4,2,3,2,1
"5",2,2,3,2,1,4,3,1,2,4,2,1,1
"6",4,3,1,2,4,3,2,1,1,1,4,1,4
"7",1,3,4,3,1,2,2,3,2,3,3,2,3
"8",2,3,2,3,4,4,4,4,2,2,4,4,4
"9",3,2,2,4,4,4,1,2,3,2,1,2,3
"10",4,3,1,4,3,2,4,4,4,4,1,2,1
"11",4,1,4,1,2,4,1,3,4,2,1,1,4
"12",3,4,4,4,1,3,3,4,1,2,3,1,2
"13",2,4,4,4,1,2,2,1,3,1,1,3,4
"14",4,2,3,3,2,2,3,1,4,2,4,3,2
"15",1,4,3,1,2,1,1,4,2,1,4,2,1
"16",3,2,1,1,1,1,3,3,3,4,4,4,4
"17",1,4,2,1,3,4,3,1,4,3,3,2,4
"18",1,2,4,1,4,2,4,2,1,2,2,4,1
"19",3,1,2,3,2,2,4,2,3,1,3,1,1
"20",4,3,3,4,3,3,1,3,3,3,3,4,1
"21",4,4,2,2,1,1,4,3,1,3,1,3,2
"22",2,3,3,3,3,1,3,3,1,1,1,1,3
"23",2,2,1,3,2,3,1,4,1,3,2,3,4
"24",3,4,3,2,4,2,1,4,4,4,2,4,3
"25",1,3,1,4,1,4,1,2,4,1,2,4,2
"26",3,4,4,3,3,4,2,2,1,4,4,3,1
"27",1,1,2,3,4,3,2,4,3,4,1,1,2
"28",3,3,4,2,2,1,4,1,3,3,2,2,2
"29",2,1,3,1,1,3,4,2,4,4,4,2,3
"30",2,1,1,1,3,2,1,1,2,3,4,1,2
"31",1,4,1,2,2,3,3,2,2,2,1,4,3
"32",1,2,4,2,3,4,4,4,3,1,3,3,3

Generated by UniDOE<https://CRAN.R-project.org/package=UniDOE>
